Unnamed: 0,Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,_BaseArticleURL
67,40,"MA Marciniak, L Shanahan, J Rohde…",Standalone smartphone cognitive behavioral therapy–based ecological momentary interventions to increase mental health: Narrative review,2020.0,JMIR mHealth and …,mhealth.jmir.org,https://mhealth.jmir.org/2020/11/e19836/,"https://scholar.google.com/scholar?cites=8321050498454656059&as_sdt=2005&sciodt=0,5&hl=en",70,2024-06-11 20:16:42,HTML,,,,,,,,40,10.0,10,4,4.0,"Abstract

Background:
A growing number of psychological interventions are delivered via smartphones with the aim of increasing the efficacy and effectiveness of these treatments and providing scalable access to interventions for improving mental health. Most of the scientifically tested apps are based on cognitive behavioral therapy (CBT) principles, which are considered the gold standard for the treatment of most mental health problems.


Objective:
This review investigates standalone smartphone-based ecological momentary interventions (EMIs) built on principles derived from CBT that aim to improve mental health.


Methods:
We searched the MEDLINE, PsycINFO, EMBASE, and PubMed databases for peer-reviewed studies published between January 1, 2007, and January 15, 2020. We included studies focusing on standalone app-based approaches to improve mental health and their feasibility, efficacy, or effectiveness. Both within- and between-group designs and studies with both healthy and clinical samples were included. Blended interventions, for example, app-based treatments in combination with psychotherapy, were not included. Selected studies were evaluated in terms of their design, that is, choice of the control condition, sample characteristics, EMI content, EMI delivery characteristics, feasibility, efficacy, and effectiveness. The latter was defined in terms of improvement in the primary outcomes used in the studies.


Results:
A total of 26 studies were selected. The results show that EMIs based on CBT principles can be successfully delivered, significantly increase well-being among users, and reduce mental health symptoms. Standalone EMIs were rated as helpful (mean 70.8%, SD 15.3; n=4 studies) and satisfying for users (mean 72.6%, SD 17.2; n=7 studies).


Conclusions:
Study quality was heterogeneous, and feasibility was often not reported in the reviewed studies, thus limiting the conclusions that can be drawn from the existing data. Together, the studies show that EMIs may help increase mental health and thus support individuals in their daily lives. Such EMIs provide readily available, scalable, and evidence-based mental health support. These characteristics appear crucial in the context of a global crisis such as the COVID-19 pandemic but may also help reduce personal and economic costs of mental health impairment beyond this situation or in the context of potential future pandemics.


JMIR Mhealth Uhealth 2020;8(11):e19836

doi:10.2196/19836


Keywords
mHealth (2929); mobile app (550); ecological momentary intervention (23); EMI (5); cognitive behavioral therapy (291); CBT (89); COVID-19 (2817); mobile phone (2900); smartphone (786) ",https://mhealth.jmir.org/2020/11/e19836/,"https://scholar.google.com/scholar?q=related:OxR6bldPenMJ:scholar.google.com/&scioq=%22ecological+momentary+assessment%22%7C%22experience+sampling%22+%22ecological+momentary+intervention%22+%22mobile%22%7C%22smartphone%22%7C%22app%22&hl=en&as_sdt=0,5&as_vis=1",mhealth.jmir.org
72,36,"A Molloy, PL Anderson",Engagement with mobile health interventions for depression: a systematic review,2021.0,Internet interventions,Elsevier,https://www.sciencedirect.com/science/article/pii/S2214782921000944,"https://scholar.google.com/scholar?cites=6479688891715800788&as_sdt=2005&sciodt=0,5&hl=en",189,2024-06-11 20:16:42,HTML,,,,,,,,36,12.0,18,2,3.0,"Highlights

•

Clinical trials of mHealth programs for depression report engagement inconsistently.

•

Most clinical trials report objective engagement, such as smartphone analytics.

•

About half of trials report subjective engagement using self-report and interviews.

•

Most trials do not test for associations between engagement and other variables.

•

Consistent reporting can inform research on dose-response relationships for mHealth

Abstract
Background

Depressive disorders are a major public health problem, and many people face barriers to accessing evidence-based mental health treatment. Mobile health (mHealth) interventions may circumvent logistical barriers to in-person care (e.g., cost, transportation), however the symptoms of depression (low motivation, concentration difficulties) may make it difficult for people with the disorder to engage with mHealth.

Objective

The aim of this systematic review is to examine assessment and reporting of engagement in clinical trials of mHealth interventions for depression, including objective engagement (e.g., number of times program is used), subjective engagement (e.g., qualitative data on users' experiences), and associations between engagement and other clinically important variables (e.g., symptom improvement, participant characteristics).

Methods

Three electronic databases (PsycINFO, Web of Science, PubMed) were searched in February 2020 using search terms for mHealth and depression. Studies were included in the review if they tested a mHealth intervention designed for people with depressive disorders or elevated depression symptoms.

Results

Thirty studies met inclusion criteria and were reviewed. Most studies reported objective engagement (N = 23, 76.7%), approximately half reported subjective engagement (N = 16, 53.3%), and relatively few examined associations between engagement and clinical improvement, participant characteristics, or other clinically relevant variables (N = 13, 43.3%).

Conclusions

Although most studies in this small but rapidly growing literature report at least one measure of engagement, there is substantial heterogeneity. Intentional, theory-driven, and consistent measurement of engagement with mHealth interventions for depression may advance the field's understanding of effective engagement to facilitate clinical improvement, identify dose-response relationships, and maximize generalizability for underserved populations.",https://www.sciencedirect.com/science/article/pii/S2214782921000944,"https://scholar.google.com/scholar?q=related:1M7DVbd67FkJ:scholar.google.com/&scioq=%22ecological+momentary+assessment%22%7C%22experience+sampling%22+%22ecological+momentary+intervention%22+%22mobile%22%7C%22smartphone%22%7C%22app%22&hl=en&as_sdt=0,5&as_vis=1",www.sciencedirect.com
77,32,"CK Scott, ML Dennis, DH Gustafson",Using smartphones to decrease substance use via self-monitoring and recovery support: study protocol for a randomized control trial,2017.0,Trials,Springer,https://link.springer.com/article/10.1186/s13063-017-2096-z,"https://scholar.google.com/scholar?cites=15980267468017898827&as_sdt=2005&sciodt=0,5&hl=en",230,2024-06-11 20:16:42,HTML,10.1186/s13063-017-2096-z,,,,,,,32,4.57,11,3,7.0,"Background

Alcohol abuse, other substance use disorders, and risk behaviors associated with the human immunodeficiency virus (HIV) represent three of the top 10 modifiable causes of mortality in the US. Despite evidence that continuing care is effective in sustaining recovery from substance use disorders and associated behaviors, patients rarely receive it. Smartphone applications (apps) have been effective in delivering continuing care to patients almost anywhere and anytime. This study tests the effectiveness of two components of such apps: ongoing self-monitoring through Ecological Momentary Assessments (EMAs) and immediate recovery support through Ecological Momentary Interventions (EMIs).

Methods/design

The target population, adults enrolled in substance use disorder treatment (n = 400), are being recruited from treatment centers in Chicago and randomly assigned to one of four conditions upon discharge in a 2 × 2 factorial design. Participants receive (1) EMAs only, (2) EMIs only, (3) combined EMAs + EMIs, or (4) a control condition without EMA or EMI for 6 months. People in the experimental conditions receive smartphones with the apps (EMA and/or EMI) specific to their condition. Phones alert participants in the EMA and EMA + EMI conditions at five random times per day and present participants with questions about people, places, activities, and feelings that they experienced in the past 30 min and whether these factors make them want to use substances, support their recovery, or have no impact. Those in the EMI and EMA + EMI conditions have continual access to a suite of support services. In the EMA + EMI condition, participants are prompted to use the EMI(s) when responses to the EMA(s) indicate risk. All groups have access to recovery support as usual. The primary outcome is days of abstinence from alcohol and other drugs. Secondary outcomes are number of HIV risk behaviors and whether abstinence mediates the effects of EMA, EMI, or EMA + EMI on HIV risk behaviors.

Discussion

This project will enable the field to learn more about the effects of EMAs and EMIs on substance use disorders and HIV risk behaviors, an understanding that could potentially make treatment and recovery more effective and more widely accessible.

Trial registration

ClinicalTrials.gov, ID: NCT02132481. Registered on 5 May 2014.",https://link.springer.com/article/10.1186/s13063-017-2096-z,"https://scholar.google.com/scholar?q=related:SxXwVphQxd0J:scholar.google.com/&scioq=%22ecological+momentary+assessment%22%7C%22experience+sampling%22+%22ecological+momentary+intervention%22+%22mobile%22%7C%22smartphone%22%7C%22app%22&hl=en&as_sdt=0,5&as_vis=1",link.springer.com
79,31,"I Baltasar-Tello, C Miguelez-Fernandez…",Ecological momentary assessment and mood disorders in children and adolescents: a systematic review,2018.0,Current Psychiatry …,Springer,https://link.springer.com/article/10.1007/s11920-018-0913-z,"https://scholar.google.com/scholar?cites=14130731961355249537&as_sdt=2005&sciodt=0,5&hl=en",81,2024-06-11 20:16:42,,10.1007/s11920-018-0913-z,,,,,,,31,5.17,10,3,6.0,"Purpose of Review

The aim of the present review is to systematically examine published data regarding ecological momentary assessment (EMA) in children and adolescents with mood disorders.

Recent Findings

EMA is increasingly used to collect participant’s information in their real environment and in real time. There are multiple studies focused on the evaluation of mood disorders in children and adolescents, but only a few of them used EMA protocols.

Summary

Results found in this review showed a wide variability of works with different fields of study, methodological approaches, and EMA protocols. More than 60% of EMA studies in children and adolescents with mood disorders were conducted via phone call, showing high completion rates with data missing in 5 to 11.5% of the calls. Length of studies varied from a 4-day EMA protocol to a maximum of 8 weeks. Positive and negative affect, daily activities, and social context were the main EMA measures. Despite the limited number of studies using EMA in children and adolescents with mood disorders, EMA was useful in assessing mood symptoms in the moment and in patients’ real-life environment. Studies also showed high completion and satisfaction rates. Although web pages and apps use have been increasing over the past years, the evidence base is still scarce. Future studies can facilitate understanding of EMA methodology among youth with mood disorders.",,"https://scholar.google.com/scholar?q=related:gafW3NlxGsQJ:scholar.google.com/&scioq=%22ecological+momentary+assessment%22%7C%22experience+sampling%22+%22ecological+momentary+intervention%22+%22mobile%22%7C%22smartphone%22%7C%22app%22&hl=en&as_sdt=0,5&as_vis=1",link.springer.com
82,29,"DR Kolar, F Hammerle, E Jenetzky, M Huss",Smartphone-Enhanced Low-Threshold Intervention for adolescents with Anorexia Nervosa (SELTIAN) waiting for outpatient psychotherapy: study protocol of a …,2017.0,BMJ open,bmjopen.bmj.com,https://bmjopen.bmj.com/content/7/10/e018049.abstract,"https://scholar.google.com/scholar?cites=1034914697928810973&as_sdt=2005&sciodt=0,5&hl=en",274,2024-06-11 20:16:42,,,,,,,,,29,4.14,7,4,7.0,"Abstract

Introduction As smartphones are widely distributed nowadays, mental health apps seem to be a promising treatment tool. First self-help apps for eating disorders have been developed recently. However, studies assessing the efficacy of such apps are scarce. A smartphone app could prevent further weight reduction and increase commitment during waiting time for outpatient treatment, especially for adolescents with anorexia nervosa (AN). In this study protocol, a randomised controlled trial to assess the efficacy of a smartphone-enhanced low-threshold intervention for AN during waiting time is described.

Methods and analysis 30 adolescents with AN aged 12–19 years will be recruited at three child and adolescent psychiatry centres in Germany. All participants will be randomised to consultations only or consultations and the use of the Jourvie Research app. The app will be installed either on their own smartphone or on a research device. The participants will receive biweekly to monthly consultations for 3 months to review meal plans and weight management with a clinician. In addition, the Jourvie Research app for meal, behaviour and emotion protocolling will be provided to the intervention group. The protocols will be discussed with a clinician during the consultations. Dialectical behaviour therapy-informed skills for tension regulation to increase compliance with the meal plan will be taught in the intervention group and the app will remind the participant of a skill in a moment of need. The primary outcome is the age-adjusted and height-adjusted weight gain in standard deviation score after 3 months.

Ethics and dissemination Results will be disseminated at conferences and through peer-reviewed publications. The trial was approved by the ethics review board of the local medical association, Mainz, Germany, under the reference number 837.338.15.

Trial registration number German clinical trials register, reference number DRKS00008946.",https://bmjopen.bmj.com/content/bmjopen/7/10/e018049.full.pdf,"https://scholar.google.com/scholar?q=related:3aHgPm_BXA4J:scholar.google.com/&scioq=%22ecological+momentary+assessment%22%7C%22experience+sampling%22+%22ecological+momentary+intervention%22+%22mobile%22%7C%22smartphone%22%7C%22app%22&hl=en&as_sdt=0,5&as_vis=1",bmjopen.bmj.com
85,28,"K Wunsch, T Eckert, J Fiedler, L Cleven…",Effects of a collective family-based mobile health intervention called “SMARTFAMILY” on promoting physical activity and healthy eating: protocol for a …,2020.0,JMIR Research …,researchprotocols.org,https://www.researchprotocols.org/2020/11/e20534/,"https://scholar.google.com/scholar?cites=14170202956702545591&as_sdt=2005&sciodt=0,5&hl=en",221,2024-06-11 20:16:42,HTML,,,,,,,,28,7.0,6,5,4.0,"Abstract

Background:
Numerous smartphone apps are targeting physical activity and healthy eating, but empirical evidence on their effectiveness for initialization and maintenance of behavior change, especially in children and adolescents, is still limited.


Objective:
The aim of this study was to conceptualize a theory-based and evidence-based mHealth intervention called SMARTFAMILY (SF) that targets physical activity and healthy eating in a collective family-based setting. Subsequently, the app will be refined and re-evaluated to analyze additional effects of just-in-time adaptive interventions (JITAIs) and gamification features.


Methods:
A smartphone app based on behavior change theories and behavior change techniques was developed and implemented and will be evaluated with family members individually and cooperatively (SF trial). Existing evidence and gained results were used to refine and will be used to re-evaluate the app (SF2.0 trial). Both trials are cluster randomized controlled trials with 3 measurement occasions. The intervention group uses the app for 3 consecutive weeks, whereas the control group receives no treatment. Baseline measurements (T0) and postintervention measurements (T1) include physical activity (ie, self-reported and accelerometry) and healthy eating measurements (ie, self-reported fruit and vegetable intake) as the primary outcomes. The secondary outcomes (ie, self-reported) are intrinsic motivation, behavior-specific self-efficacy, and the family health climate, complemented by an intentional measure in SF2.0. Four weeks following T1, a follow-up assessment (T2) is completed by the participants, consisting of all questionnaire items to assess the stability of the intervention effects. Mixed-method analysis of covariance will be used to calculate the primary intervention effects (ie, physical activity, fruit and vegetable intake) while controlling for covariates, including family health climate, behavior-specific self-efficacy, and intrinsic motivation.


Results:
This study is funded by the German Federal Ministry of Education and Research and ethically approved by the Karlsruhe Institute of Technology. For both trials, it is hypothesized that the apps will positively influence physical activity and healthy eating in the whole family. Furthermore, SF2.0 is expected to produce stronger effects (ie, higher effect sizes) compared to SF. SF app development and piloting are completed. Data acquisition for the SF trial is terminated and discontinued due to the COVID-19 pandemic. SF2.0 app development and piloting are completed, while data acquisition is ongoing. Participant recruitment for the SF 2.0 trial started in February 2020. The results for SF are expected to be published in mid-2021, and the results of SF2.0 are expected to be published in mid-2022.


Conclusions:
In this study, it is hypothesized that targeting the whole family will facilitate behavior change at the individual level and the family level, as the implemented strategies address changes in daily family life. Furthermore, subsequent app development (SF2.0) with supplementary addition of motivation-enhancing features and a JITAI approach is expected to enhance positive intervention effects.


Trial Registration:
German Clinical Trials Register DRKS00010415; https://tinyurl.com/yyo87yyu


International Registered Report Identifier (IRRID):
DERR1-10.2196/20534


JMIR Res Protoc 2020;9(11):e20534

doi:10.2196/20534


Keywords
mobile app (550); telemedicine (1432); behavior change (294); health behavior (216); family (56); primary prevention (39); exercise (428); food and nutrition (3); randomized controlled trial (653); accelerometer (45); wearable electronic devices (70); social cognitive determinants (1); just-in-time adaptive intervention (30); digital intervention (170); mobile phone (2900) ",https://www.researchprotocols.org/2020/11/e20534/,"https://scholar.google.com/scholar?q=related:t_ZxHYOspsQJ:scholar.google.com/&scioq=%22ecological+momentary+assessment%22%7C%22experience+sampling%22+%22ecological+momentary+intervention%22+%22mobile%22%7C%22smartphone%22%7C%22app%22&hl=en&as_sdt=0,5&as_vis=1",www.researchprotocols.org
89,27,"A Pennou, T Lecomte, S Potvin, Y Khazaal","Mobile intervention for individuals with psychosis, dual disorders, and their common comorbidities: a literature review",2019.0,Frontiers in psychiatry,frontiersin.org,https://www.frontiersin.org/journals/psychiatry/articles/10.3389/fpsyt.2019.00302,"https://scholar.google.com/scholar?cites=7474443182988135700&as_sdt=2005&sciodt=0,5&hl=en",279,2024-06-11 20:16:42,HTML,10.3389/fpsyt.2019.00302,,,,,,,27,5.4,7,4,5.0,"Antoine Pennou1,2*Tania Lecomte1,2Stéphane Potvin2Yasser Khazaal2,3
1Schizophrenia and Psychoses Study Laboratory for Intervention and Recovery, Department of Psychology, University of Montreal, Montreal, QC, Canada
2Research Center of the Montreal Mental Health University Institute, Intervention Axis and Services & Neurobiology and Cognition, Mental Health University Institute of Montreal, Montreal, QC, Canada
3Addiction Medicine, Department of Psychiatry, Lausanne University Hospital, Lausanne, Switzerland

Over 50% of people diagnosed with a severe mental illness, such as schizophrenia or bipolar disorder, will meet criteria for a substance use disorder in their lifetime. This dual disorder often starts during youth and leads to significant societal costs, including lower employability rates, more hospitalizations, and higher risk of homelessness and of suicide attempts when compared to those with a serious mental illness without substance misuse. Moreover, many individuals presenting with comorbid disorders also present with other psychological difficulties as well, such as personality disorders or anxiety and depression, also known as complex comorbid disorders. Transdiagnostic treatments that focus on core difficulties found in people with complex dual disorders, such as emotional regulation, are direly needed. Emotional regulation skills can help reduce distress related to psychotic symptoms and maintain abstinence in substance use disorders. New technologies in the field of communications have developed considerably over the past decade and have the potential to improve access to such treatments, a major problem in many health care settings. As such, this paper aims at: presenting core difficulties present in many individuals with dual disorders, reviewing the scientific literature pertaining to the use of mobile applications in mental health and addictions, and presenting the development and potential of a new application for emotional regulation for people with dual disorders.",https://www.frontiersin.org/journals/psychiatry/articles/10.3389/fpsyt.2019.00302,"https://scholar.google.com/scholar?q=related:FA3ZP3mOumcJ:scholar.google.com/&scioq=%22ecological+momentary+assessment%22%7C%22experience+sampling%22+%22ecological+momentary+intervention%22+%22mobile%22%7C%22smartphone%22%7C%22app%22&hl=en&as_sdt=0,5&as_vis=1",www.frontiersin.org
91,25,"IH Bell, SF Fielding-Smith, M Hayward, SL Rossell…",Smartphone-based ecological momentary assessment and intervention in a coping-focused intervention for hearing voices (SAVVy): study protocol for a pilot …,2018.0,Trials,Springer,https://link.springer.com/article/10.1186/s13063-018-2607-6,"https://scholar.google.com/scholar?cites=9231816978766610652&as_sdt=2005&sciodt=0,5&hl=en",4,2024-06-11 20:16:42,HTML,10.1186/s13063-018-2607-6,,,,,,,25,4.17,5,5,6.0,"Background

Smartphone-based ecological momentary assessment and intervention (EMA/I) show promise for enhancing psychological treatments for psychosis. EMA has the potential to improve assessment and formulation of experiences which fluctuate day-to-day, and EMI may be used to prompt use of therapeutic strategies in daily life. The current study is an examination of these capabilities in the context of a brief, coping-focused intervention for distressing voice hearing experiences.

Methods/design

This is a rater-blinded, pilot randomised controlled trial comparing a four-session intervention in conjunction with use of smartphone EMA/I between sessions, versus treatment-as-usual. The recruitment target is 34 participants with persisting and distressing voice hearing experiences, recruited through a Voices Clinic based in Melbourne, Australia, and via wider advertising. Allocation will be made using minimisation procedure, balancing of the frequency of voices between groups. Assessments are completed at baseline and 8 weeks post-baseline. The primary outcomes of this trial will focus on feasibility and acceptability of the intervention and trial methodology, with secondary outcomes examining preliminary clinical effects related to overall voice severity, the emotional and functional impact of the voices, and emotional distress.

Discussion

This study offers a highly novel examination of specific smartphone capabilities and their integration with traditional psychological treatment for distressing voices. Such technology has potential to enhance psychological interventions and promote adaptation to distressing experiences.

Trial registration

Australian New Zealand Clinical Trial Registry, ACTRN12617000348358. Registered on 7 March 2017.",https://link.springer.com/article/10.1186/s13063-018-2607-6,"https://scholar.google.com/scholar?q=related:3MDNQqEAHoAJ:scholar.google.com/&scioq=%22ecological+momentary+assessment%22%7C%22experience+sampling%22+%22ecological+momentary+intervention%22+%22mobile%22%7C%22smartphone%22%7C%22app%22&hl=en&as_sdt=0,5&as_vis=1",link.springer.com
96,24,"J Lüscher, C Berli, P Schwaninger, U Scholz",Smoking cessation with smartphone applications (SWAPP): study protocol for a randomized controlled trial,2019.0,BMC Public Health,Springer,https://link.springer.com/article/10.1186/s12889-019-7723-z,"https://scholar.google.com/scholar?cites=5204664984997025246&as_sdt=2005&sciodt=0,5&hl=en",217,2024-06-11 20:16:42,HTML,10.1186/s12889-019-7723-z,,,,,,,24,4.8,6,4,5.0,"Background

Tobacco smoking remains one of the biggest public health threats. Smartphone apps offer new promising opportunities for supporting smoking cessation in real-time. The social context of smokers has, however, been neglected in smartphone apps promoting smoking cessation. This randomized controlled trial investigates the effectiveness of a smartphone app in which smokers quit smoking with the help of a social network member.

Methods

This protocol describes the design of a single-blind, two-arm, parallel-group, intensive longitudinal randomized controlled trial. Participants of this study are adult smokers who smoke at least one cigarette per day and intend to quit smoking at a self-set quit date. Blocking as means of group-balanced randomization is used to allocate participants to intervention or control conditions. Both intervention and control group use a smartphone-compatible device for measuring their daily smoking behavior objectively via exhaled carbon monoxide. In addition, the intervention group is instructed to use the SmokeFree Buddy app, a multicomponent app that also facilitates smoking-cessation specific social support from a buddy over a smartphone application. All participants fill out a baseline diary for three consecutive days and are invited to the lab for a background assessment. They subsequently participate in an end-of-day diary phase from 7 days before and until 20 days after a self-set quit date. Six months after the self-set quit date a follow-up diary for three consecutive days takes place. The primary outcome measures are daily self-reported and objectively-assessed smoking abstinence and secondary outcome measures are daily self-reported number of cigarettes smoked.

Discussion

This is the first study examining the effectiveness of a smoking cessation mobile intervention using the SmokeFree Buddy app compared to a control group in a real-life setting around a self-set quit date using a portable objective measure to assess smoking abstinence. Opportunities and challenges with running studies with smoking participants and certain design-related decisions are discussed.

Trial registration

This trial was prospectively registered on 04/04/2018 at ISRCTNregistry: ISRCTN11154315.",https://link.springer.com/article/10.1186/s12889-019-7723-z,"https://scholar.google.com/scholar?q=related:3lWpdTqvOkgJ:scholar.google.com/&scioq=%22ecological+momentary+assessment%22%7C%22experience+sampling%22+%22ecological+momentary+intervention%22+%22mobile%22%7C%22smartphone%22%7C%22app%22&hl=en&as_sdt=0,5&as_vis=1",link.springer.com
100,22,"CJC Wright, PM Dietze, PA Agius…",An ecological momentary intervention to reduce alcohol consumption in young adults delivered during drinking events: protocol for a pilot randomized …,2017.0,JMIR research …,researchprotocols.org,https://www.researchprotocols.org/2017/5/e95,"https://scholar.google.com/scholar?cites=13237723046438738545&as_sdt=2005&sciodt=0,5&hl=en",57,2024-06-11 20:16:42,HTML,,,,,,,,22,3.14,6,4,7.0,"Abstract

Background:
Risky drinking is a significant public health issue in young Australian adults. Brief interventions are one of few effective methods of reducing risky drinking but are time and cost intensive; innovative methods of delivery are therefore of interest. Mobile phones offer new opportunities to collect data and intervene during risky drinking events. Mobile phones have successfully been used for delivery of alcohol-related brief interventions and data collection but not in combination with or during drinking events.


Objective:
This pilot study will investigate the efficacy of an ecological momentary intervention (EMI), with combined ecological momentary assessment (EMA) and brief intervention delivered by mobile phones to young adults during risky drinking events.


Methods:
We will use a 3-armed randomized controlled trial to investigate the efficacy of the intervention for reducing peak single occasion drinking. Our sample is recruited from an observational cohort study of young, risky drinkers. Participants will be randomized into 1 of 3 intervention arms. On 6 nights across a 12-week study period, EMI and EMA groups will complete hourly EMA surveys on their mobile phone. EMI participants will receive tailored feedback short message service (SMS) texts corresponding to their EMA survey responses. The EMI participants will not receive feedback SMS. A third group will have no contact (no-contact control). All groups will then be contacted for a follow-up interview within 4 weeks of the 12-week study period ending.


Results:
The primary outcome is mean reduction in standard drinks consumed during their most recent heavy drinking occasion as measured at follow-up. Secondary outcomes include alcohol consumption over the previous 6 months, experiences of alcohol-related harms, attitudes toward drinking and drunkenness, hazardous drinking and use of tobacco and illicit drugs. A random effects mixed modelling approach using maximum likelihood estimation will be used to provide estimates of differences in mean drinking levels between those receiving the intervention and control participants.


Conclusions:
This study is novel in that, unlike previous work, it will intervene repeatedly during single occasion drinking events. Further, it extends previous research in this area, which has applied limited tailoring of message content for SMS-based brief interventions. The findings of this study will contribute to the growing body of evidence to inform the use of mobile health interventions for reducing alcohol consumption and harms.


Trial Registration:
Australian New Zealand Clinical Trials ACTRN12616001323415; https://www.anzctr.org.au/ Trial/Registration/TrialReview.aspx?id=369534 (Archived by WebCite at http://www.webcitation.org/ 6qDqBZV9b)


JMIR Res Protoc 2017;6(5):e95

doi:10.2196/resprot.6760


Keywords
alcohol drinking (36); young adult (181); mHealth (2929); text messaging (231); ecological momentary intervention (23) ",https://www.researchprotocols.org/2017/5/e95,"https://scholar.google.com/scholar?q=related:cZr7afnWtbcJ:scholar.google.com/&scioq=%22ecological+momentary+assessment%22%7C%22experience+sampling%22+%22ecological+momentary+intervention%22+%22mobile%22%7C%22smartphone%22%7C%22app%22&hl=en&as_sdt=0,5&as_vis=1",www.researchprotocols.org
102,22,"MS Businelle, ST Walters, EY Mun…",Reducing drinking among people experiencing homelessness: Protocol for the development and testing of a just-in-time adaptive intervention,2020.0,JMIR Research …,researchprotocols.org,https://www.researchprotocols.org/2020/4/e15610/,"https://scholar.google.com/scholar?cites=17759901041226098318&as_sdt=2005&sciodt=0,5&hl=en",206,2024-06-11 20:16:42,HTML,,,,,,,,22,5.5,6,4,4.0,"Abstract

Background:
Adults who are homeless are more likely to have alcohol use disorders (AUDs) compared with domiciled adults. Although AUD treatments are commonly available, many factors (eg, transportation limitations and inability to schedule appointments) contribute to low treatment completion rates and low success rates of these interventions among adults experiencing homelessness. Most adults who are homeless own mobile phones; however, no interventions have been developed that use mobile devices to deliver and support AUD interventions for this population. Mobile phone–based AUD interventions may reduce barriers that have limited the use and utility of traditional interventions.


Objective:
The aim of this study is to (1) identify variables (eg, affect, stress, geolocation, and cravings) that predict drinking among homeless adults (phase I), (2) develop a mobile intervention that utilizes an algorithm to identify moments of risk for drinking and deliver treatment messages that are tailored to the individual’s current needs in real time (phase II), and (3) pilot test the intervention app (phase III).


Methods:
In phase I, adults experiencing homelessness with an AUD (N=80) will complete baseline, equipment, 2-week, and 4-week follow-up visits in person. Participants will be prompted to complete five daily ecological momentary assessments on a study-provided smartphone for 28 days. The smartphone app will collect GPS coordinates every 5 min for the entire 28-day study period. Participants will wear a transdermal alcohol sensor that will objectively measure alcohol use. In phase II, we will use phase I data to develop an algorithm that identifies moments of heightened risk for drinking and develop treatment messages that address risk factors for drinking. Phase III will pilot test the intervention in 40 adults experiencing homelessness with AUD.


Results:
This project was funded in June 2018. IRB approval was obtained in October 2018, and data collection for phase I began in February 2019. Phase III data collection is expected to conclude in 2020. To date, 80 participants have consented to the study, and data analysis for phase I will begin in early 2020.


Conclusions:
This research will highlight intervention targets and develop a novel intervention for understudied and underserved adults experiencing homelessness with AUD.


International Registered Report Identifier (IRRID):
DERR1-10.2196/15610


JMIR Res Protoc 2020;9(4):e15610

doi:10.2196/15610


Keywords
alcohol use disorder (27); mobile health (1629); smartphone (786); ecological momentary assessment (234); homeless persons (3) ",https://www.researchprotocols.org/2020/4/e15610/,"https://scholar.google.com/scholar?q=related:jiZfqObXd_YJ:scholar.google.com/&scioq=%22ecological+momentary+assessment%22%7C%22experience+sampling%22+%22ecological+momentary+intervention%22+%22mobile%22%7C%22smartphone%22%7C%22app%22&hl=en&as_sdt=0,5&as_vis=1",www.researchprotocols.org
110,19,"M Daemen, MR Postma, R Lindauer…",Efficacy of a transdiagnostic ecological momentary intervention for improving self-esteem (SELFIE) in youth exposed to childhood adversity: study protocol for …,2021.0,Trials,Springer,https://link.springer.com/article/10.1186/s13063-021-05585-y,"https://scholar.google.com/scholar?cites=2492436914039881045&as_sdt=2005&sciodt=0,5&hl=en",93,2024-06-11 20:16:42,HTML,10.1186/s13063-021-05585-y,,,,,,,19,6.33,5,4,3.0,"Background

Targeting low self-esteem in youth exposed to childhood adversity is a promising strategy for preventing adult mental disorder, but psychological help remains difficult to access and accept for youth, calling for novel, youth-friendly approaches. Mobile Health (mHealth) and, most prominently, ecological momentary interventions (EMIs) provide a unique opportunity to deliver youth-friendly, personalized, real-time, guided self-help interventions. The aim of this study is to investigate the efficacy of a novel, accessible, transdiagnostic ecological momentary intervention for improving self-esteem (‘SELFIE’) in youth with prior exposure to childhood adversity.

Methods/design

In a parallel-group, assessor-blind, multi-center randomized controlled trial, individuals aged 12–26 years with prior exposure to childhood adversity and low self-esteem will be randomly allocated to SELFIE in addition to treatment as usual (TAU) as the experimental condition or the control condition of TAU only, which will include access to all standard health care. SELFIE is a digital guided self-help intervention administered through a smartphone-based app to allow for interactive, personalized, real-time and real-world transfer of intervention components in individuals’ daily lives, blended with three training sessions delivered by trained mental health professionals over a 6-week period. Outcomes will be assessed at baseline, post-intervention, and 6-month follow-up by blinded assessors. The primary outcome will be the level of self-esteem as measured with the Rosenberg Self-Esteem Scale (RSES).

Discussion

The current study is the first to establish the efficacy of an EMI focusing on improving self-esteem transdiagnostically in youth exposed to childhood adversity. If this trial provides evidence on the efficacy of SELFIE, it has significant potential to contribute to minimizing the deleterious impact of childhood adversity and, thereby, preventing the development of mental disorder later in life.

Trial registration

Netherlands Trial Register NL7129 (NTR7475). Registered on 9 November 2018",https://link.springer.com/article/10.1186/s13063-021-05585-y,"https://scholar.google.com/scholar?q=related:Vf1q9irqliIJ:scholar.google.com/&scioq=%22ecological+momentary+assessment%22%7C%22experience+sampling%22+%22ecological+momentary+intervention%22+%22mobile%22%7C%22smartphone%22%7C%22app%22&hl=en&as_sdt=0,5&as_vis=1",link.springer.com
