url,classification,readme_check,missing_info,description,languages
https://github.com/unepwcmc/ORS,Potential,FALSE,FALSE,The Online Reporting System (ORS) is a tool that allows users to generate multiple questionnaires easily. This tool aims at making it easier for MEAs to collect data for their reporting cycles.,"['Ruby', 'HTML', 'JavaScript', 'SCSS', 'PLpgSQL', 'CoffeeScript', 'Dockerfile', 'Perl', 'Shell']"
https://github.com/RWTH-HPC/effort-log,Potential,FALSE,FALSE,A cross-platform tool for collecting metrics about programming efforts of software developers.,"['C++', 'CMake', 'C', 'Objective-C++', 'Shell']"
https://github.com/mattg95/07_campaign,Unrelated,FALSE,FALSE,A web app that generated custom email templates for user to send to their MP to oppose cuts to UK foreign aid. Built with ReactJS and NodeJS.,"['JavaScript', 'SCSS', 'HTML', 'Shell']"
https://github.com/SoftwareDevelopment2152-902/CovidTracker,Potential,FALSE,FALSE,Here is the Software developed for Team 2152.902 for TSA Software Development Event,['Swift']
https://github.com/miku86/friends-reminder,Unrelated,TRUE,FALSE,a webapp to see when you last contacted your friends,"['TypeScript', 'JavaScript', 'HTML', 'CSS']"
https://github.com/tobias290/Questionnaire-Maker,Potential,FALSE,FALSE,Web project done as part of a module during my second year at Edge Hill University,"['PHP', 'TypeScript', 'HTML', 'TSQL', 'Vue']"
https://github.com/ctsit/fr_covidata,Potential,FALSE,FALSE,A REDCap module to facilitate the scheduling and data management of COVID-19 testing for first responders,"['PHP', 'R', 'TSQL', 'JavaScript', 'CSS']"
https://github.com/Risetto-Kao/experience_sampling,Potential,FALSE,FALSE,"A mobile application for sending notifications to users at random select time; then asking users to do questionnaires which contain multiple question types, skip logic, and conditional branching.","['Dart', 'HTML', 'Ruby', 'Swift', 'Kotlin', 'Objective-C']"
https://github.com/ocariot/api-gateway,Unrelated,FALSE,FALSE,Responsible for providing access to the resources provided by the microservices that make up the OCARIoT platform. Express Gateway is used.,"['JavaScript', 'Shell', 'Dockerfile']"
https://github.com/rousah/AUCO,Potential,TRUE,FALSE,"AUCO is a gamified online tool made with React that focuses on helping primary and middle school teachers to fight against bullying, in terms of detection and mitigation, and offering an open space where the students can communicate their worries to their teachers.","['JavaScript', 'CSS', 'HTML', 'SCSS']"
https://github.com/Wunderbyte-GmbH/moodle-theme_squared,Unrelated,FALSE,FALSE,Moodle Theme based on squares,"['PHP', 'SCSS', 'JavaScript', 'Mustache', 'CSS']"
https://github.com/HAZberi/tech-company-website,Unrelated,FALSE,FALSE,A fully functional high fidelity website built with latest technologies to maximize speed and performance.,"['JavaScript', 'HTML']"
https://github.com/ssarl2/-Android-SafetyBallTimer,Unrelated,FALSE,FALSE,Client application which is with SBT managers for clients,['Java']
https://github.com/CosmoRocket/Notency,Unrelated,TRUE,FALSE,🎒Notency: Notifier App for Emergencies and Announcements (built using React and Bootstrap),"['JavaScript', 'CSS', 'HTML']"
https://github.com/jkal90/Team16_Capstone,Potential,FALSE,FALSE,Design of a Smartphone App for Personalized Cancer Symptom Management,"['Java', 'PHP', 'Python', 'HTML']"
https://github.com/allen501pc/Advanced-Form-Notificaiton,Unrelated,FALSE,FALSE,"The advanced form notification for Google Add-Ons, which supports self-defined variables to achieve flexible content of respondent's email notification.","['JavaScript', 'HTML']"
https://github.com/Zephyrus96/AgileDev,Unrelated,FALSE,FALSE,A website to facilitate agile and scrum methodologies using Laravel.,"['PHP', 'HTML', 'Vue']"
https://github.com/wp-premium/formidable,Potential,TRUE,FALSE,"Formidable, Git-ified. Synced manual! This repository is just a mirror of the Formidable. Please do not send pull requests and issues.","['PHP', 'JavaScript', 'CSS', 'Hack']"
https://github.com/Daeun271/FitnessApp,Potential,FALSE,FALSE,Group project at Ruhr-University Bochum. An Android-based app developed in Java for recording user mood and sports activity. Designed for research purposes.,['Java']
https://github.com/luiminyan/FitMood,Potential,FALSE,FALSE,"Reposting: the originals is my group work at Ruhr-University Bochum. An user mood & sport recoding app for further research purpose. Written in Java, avaliable on Android devices.",['Java']
https://github.com/ShipanLiu/FitnessApp,Potential,TRUE,FALSE,Fitness App using Android Studio,['Java']
https://github.com/UMMobile/ummobile_sdk,Unrelated,TRUE,FALSE,SDK for the UMMobile app,['Dart']
https://github.com/FelixBieswanger/flowlix,Potential,TRUE,FALSE,flowlix - a smartwatch application to measure flow in real-time.,['Kotlin']
https://github.com/nzacha/PsychApp_Portal,Potential,TRUE,FALSE,The Webstite / Portal for the 'PsychApp' project,"['JavaScript', 'HTML', 'CSS']"
https://github.com/rolshoven/MovieOcean,Unrelated,FALSE,FALSE,Personality-based Movie Recommender System,"['Python', 'HTML', 'CSS', 'Shell']"
https://github.com/obiba/amber,Potential,FALSE,FALSE,Data collection server,"['JavaScript', 'HTML', 'Dockerfile']"
https://github.com/robots-make-art-too/EECS_1720,Unrelated,FALSE,FALSE,A second course in programming aesthetically-inclined projects for Digital Media undergraduates; Building Interactive Systems,"['JavaScript', 'Python', 'HTML', 'PowerShell', 'CSS', 'Shell', 'C', 'Batchfile', 'Procfile', 'SCSS']"
https://github.com/Chamuth/vLearn,Unrelated,FALSE,FALSE,"eLearnApp for companies, institutions to use to collaborate with teachers, students and parents in the teaching and learning process.","['Dart', 'Kotlin', 'Swift', 'Objective-C']"
https://github.com/nzacha/PsychApp_App-Android-,Potential,FALSE,FALSE,The Android application for the 'PsychApp' project,['Java']
https://github.com/Blackbackofficial/Web_Technologies_Chat,Potential,FALSE,FALSE,"Stack Overflow service, questionnaire, forum with comments and likes on Django","['Python', 'HTML', 'JavaScript', 'CSS']"
https://github.com/mohith2017/Mquiz,Unrelated,FALSE,FALSE,This is a quiz app with the functionalities required to make it user friendly,['Java']
https://github.com/BohdanObruch/project_YEDA,Unrelated,FALSE,FALSE,"Graduation project. UI, API and Mobile automated tests using Python / Selene",['Python']
https://github.com/sergeiown/questionnaire,Potential,FALSE,FALSE,"Questionnaire is not just a survey app, it has advanced functionality, including an administrative section for easy survey management, analysis of results, and flexible customization of survey design. Support for Google authentication, email sending, and a user-friendly interface panel will make your experience with the app even more productive.","['JavaScript', 'SCSS', 'CSS', 'HTML']"
https://github.com/learodrigo/vanilla-js-projects,Unrelated,FALSE,FALSE,List of small and medium projects in plain js + html & css,"['JavaScript', 'CSS', 'HTML']"
https://github.com/gitesh152/Web-Trivia,Unrelated,FALSE,FALSE,A trivia application developed using MERN technologies.,"['JavaScript', 'CSS', 'HTML']"
https://github.com/DonHulieo/don-shootingrange,Unrelated,FALSE,FALSE,"Don's Shooting Range for Weapons Training on QBCore! This is a paid script, available on my Tebex ⬇",['Lua']
https://github.com/hakeem0114/CUF,Unrelated,FALSE,FALSE,A university filter/eligibility parser for Canadian students,"['JavaScript', 'HTML', 'CSS']"
https://github.com/DiscoverAndChange/oe-module-dc-assessments,Unrelated,FALSE,FALSE,OpenEMR Discover and Change Assessment Platform,"['JavaScript', 'PHP', 'SCSS', 'Twig', 'HTML']"
https://github.com/rousah/AUCO-server,Potential,TRUE,FALSE,"This is the back-end of AUCO, made with NodeJS, MongoDB and Express. AUCO is a gamified online tool made with React that focuses on helping primary and middle school teachers to fight against bullying, in terms of detection and mitigation, and offering an open space where the students can communicate their worries to their teachers.","['JavaScript', 'Shell']"
https://github.com/hereisalexius/i-will-remind-you-bot,Unrelated,TRUE,FALSE,A Telegram bot that AGGRESSIVELY sends you notifications about an event so you don't miss it,"['Go', 'Dockerfile']"
https://github.com/wainwrightmark/capacitor_bindings,Unrelated,FALSE,FALSE,Capacitor bindings for rust,"['Rust', 'JavaScript', 'Swift', 'HTML', 'Ruby', 'Java', 'Python', 'SCSS']"
https://github.com/jmSfernandes/ScorpiusGE,Unrelated,FALSE,FALSE,A Generic Enabler (GE) compatible with the FIWARE ecosystem to support Firebase Cloud Messaging.,"['C#', 'Dockerfile']"
https://github.com/nzacha/PsychApp_Back_End,Potential,FALSE,FALSE,The Back-End for the 'PsychApp' Project,"['JavaScript', 'Shell']"
https://github.com/dasloinc/dasloinc.github.io,Unrelated,FALSE,FALSE,Trivia game on the topic of Geography,"['JavaScript', 'CSS', 'HTML']"
https://github.com/ONSdigital/blaise-daybatch-functions,Unrelated,FALSE,FALSE,This repository contains functionality for checking instrument survey days and automating daybatch creation.,"['Python', 'Gherkin']"
https://github.com/SDUmzg/UAffairs,Unrelated,TRUE,FALSE,University Affairs Management System,"['JavaScript', 'Java', 'CSS', 'HTML', 'TSQL', 'FreeMarker']"
https://github.com/nelsonchen5/React-Native-Animations,Unrelated,FALSE,FALSE,React Native Animations Playground,"['Objective-C', 'Python', 'Java', 'JavaScript']"
https://github.com/laxmansahni/push-server,Unrelated,FALSE,FALSE,set up remote notification server in Node.js,['JavaScript']
https://github.com/MuhammadZeeshanAshraf/Logistic-And-Supply-Chain-Management-App,Unrelated,FALSE,FALSE,"It is about “moving” – or “transforming” – raw materials and ideas into products or services and getting them to customers. In supply chain, Logistics is about moving materials or goods from one place to another. No other function in the supply chain is required to operate 24 hours a day, seven days a week from New Year’s Day to New Year’s Eve—there are no days off. That is why customers often take logistics for granted; they have come to expect that product delivery will be performed as promised.  It can be expensive and takes expertise. As these statistics indicate, the largest contributor to logistics cost is transportation: the movement of raw materials to a processing plant, parts to a manufacturer, and finished goods to wholesalers, retailers, and customers. But getting the goods from one point to another requires performing a number of other functions related to shipment. Goods need to be packaged, loaded, unloaded, warehoused, distributed, and paid for whenever they change hands. There are many examples of prosperous companies like the coca cola company, amazon that have correctly developed the supply change management concept and that enforce efficient practices.","['Java', 'Kotlin']"
https://github.com/NSubin523/travel_buddy,Unrelated,FALSE,FALSE,CSCI 380- Software Engineering Project (Spring 2022),['Kotlin']
https://github.com/KenAKAFrosty/take-me-to-my-leader,Unrelated,FALSE,FALSE,The fastest path to participating in democracy,"['TypeScript', 'JavaScript', 'CSS']"
https://github.com/MihirJoe/Cognitive-Performance-Assessment,Unrelated,FALSE,FALSE,The goal of this application is to passively track and capture eye movements and evaluate complexity of reading content while reading.,"['Swift', 'Shell', 'Ruby']"
https://github.com/MarshallCN/EMCS,Unrelated,TRUE,FALSE,[2018 Archived Project] Expiration Management & Cooking Suggestion System,"['JavaScript', 'PHP', 'CSS', 'HTML']"
https://github.com/WICG/close-watcher,Unrelated,FALSE,FALSE,"A web API proposal for watching for close requests (e.g. Esc, Android back button, ...)","['Makefile', 'HTML']"
https://github.com/AJEETX/risk.control.system,Unrelated,FALSE,FALSE,Track customer verification process during onboarding as a new or existing customer,"['JavaScript', 'HTML', 'C#', 'CSS', 'Less']"
https://github.com/jonbrefe/esp32alarm,Unrelated,FALSE,FALSE,Alarm based on esp32 modules,"['C++', 'C']"
https://github.com/kirinrastogi/Blood-Donors,Unrelated,FALSE,FALSE,"Encapsulate, Track & Manage Blood Donors, and alert them later if needed","['Ruby', 'HTML', 'CSS', 'JavaScript', 'CoffeeScript', 'Shell']"
https://github.com/riley071/Counselling-Services-System-PHP,Unrelated,TRUE,FALSE,"The primary purpose of this project is establishing a counseling services system for Vintage Wellness Centre to eliminate the challenges that the organization was having at the expense of its current system. A wide range of manual activities or operations performed by workers is on the verge of being automated, to simplify the tasks at hand.","['PHP', 'CSS', 'SCSS', 'HTML', 'JavaScript', 'Hack']"
https://github.com/ccsm-cds-tools/ccsm-cds-with-tests,Potential,TRUE,FALSE,This repository contains clinical decision support (CDS) which provides recommendations for cervical cancer screening and management (CCSM).,"['JavaScript', 'GLSL', 'Python']"
https://github.com/prempador/go-defectdojo,Unrelated,FALSE,FALSE,Go Code generated from DefectDojo OpenAPI Definition,['Shell']
https://github.com/LeanneSall/Revo,Unrelated,TRUE,FALSE,React FrontEnd for the do-it-all productivity app. If this app can do it all so can you!,"['JavaScript', 'SCSS', 'HTML', 'CSS']"
https://github.com/jcollings/WP-Form-Builder,Potential,FALSE,FALSE,Highly configurable and easy to use WordPress Drag and Drop Form Builder Plugin,"['PHP', 'JavaScript', 'CSS', 'Shell']"
https://github.com/Silicon-Valley00/eirhub-frontend,Unrelated,TRUE,FALSE,frontend repository for Eirhub,"['TypeScript', 'CSS', 'HTML', 'JavaScript']"
https://github.com/Final-Year-project-10664074-MaZhuang/ComprehensiveCommunityFinal,Unrelated,TRUE,FALSE,"A social system integrated with Q & A, blog and other functions for University","['JavaScript', 'Java', 'HTML', 'CSS']"
https://github.com/Pinanana/FoneFridge_HCI584,Unrelated,TRUE,FALSE,"Food items tracking project for HCI 584 summer 2021, and I'm Pınar Adanır",['Python']
https://github.com/opensrp/dhis2-fhir-adapter,Unrelated,FALSE,FALSE,This repository contains the source code of the FHIR to DHIS2 Adapter. The initial scope of the Adapter was the import of FHIR Resources into DHIS2 Tracker by using FHIR Subscriptions. We started this from the deprecated https://github.com/dhis2/dhis2-fhir-adapter created by the DHIS2 Team,"['Java', 'HTML', 'Dockerfile', 'Vim Snippet']"
https://github.com/Jon-S-Hall/Android_COVID_Monitor,Potential,TRUE,FALSE,Mini Project for Senior Design. By Sara Hamdy and Jonathan Hall,['Java']
https://github.com/worldbank/datalibweb,Unrelated,FALSE,FALSE,"datalibweb - datalibweb is the Stata frontend for the microdata API created by Poverty Global Practice in collaboration with ITS and DECDG to enable users to access data and documentation available in different global, regional and country microdata catalogs at the World Bank.","['Stata', 'Jupyter Notebook', 'Python', 'R', 'TeX']"
https://github.com/geralt1992/radisa,Potential,FALSE,FALSE,Survey app,"['JavaScript', 'PHP', 'Blade', 'CSS', 'HTML']"
https://github.com/s-shaligram/Mental-health-care,Potential,FALSE,FALSE,Health app,['JavaScript']
https://github.com/JonathanJB88/PersonalityExplorer,Unrelated,FALSE,FALSE,Personality Explorer is a project I've developed to apply to Teamway,"['TypeScript', 'HTML', 'JavaScript', 'CSS']"
https://github.com/michael-cw/SurveySolutionsAPIv2,Potential,FALSE,FALSE,A comprehensive set of R functions to access the Survey Solutions REST/GraphQL API (httr2 based version),['R']
https://github.com/susom/redcap-em-giftcard-reward,Unrelated,FALSE,FALSE,An EM to help automate the reward of gift cards for survey and other participation,"['PHP', 'JavaScript', 'CSS']"
https://github.com/asulyma/education-easy-app,Unrelated,TRUE,FALSE,Application based on micro-service architecture. Full CI/CD. Check inside for read more.,"['Java', 'HTML', 'CSS', 'JavaScript', 'Dockerfile', 'Shell']"
https://github.com/vicentejluz/tcc-audit-27002,Unrelated,FALSE,FALSE,"This TCC project aims to assist organizations in assessing their maturity in information security practices, based on the ISO/IEC 27002:2022 standard.","['Java', 'JavaScript', 'CSS', 'HTML', 'Dockerfile', 'Shell']"
https://github.com/congnguyenthanhdhbk/asure-pro,Unrelated,FALSE,FALSE,The testing assigment,"['Java', 'TypeScript', 'HTML', 'CSS']"
https://github.com/chris-pardy/Rate-Quote-Coding-Challenge,Unrelated,TRUE,FALSE,Own Up Coding Challenge,"['JavaScript', 'CSS', 'HTML']"
https://github.com/SeanU2022/sw-portfolio-react,Unrelated,FALSE,FALSE,Portfolio of Full Stack Developments,"['JavaScript', 'CSS', 'HTML']"
https://github.com/hmcts/gov_fake_notify,Unrelated,FALSE,FALSE,A fake govuk notification service which can send emails via SMTP to allow for testing or development,"['Ruby', 'HTML', 'Shell']"
https://github.com/cgreenhalgh/radarbase101,Unrelated,FALSE,FALSE,Experimenting with RADAR-BASE .org,['Ruby']
https://github.com/mattg95/nmpWebApp,Unrelated,FALSE,FALSE,A web app that generates customised email templates for responsdents to send to their MP in support of a TRIPS vaccine IP waiver.,"['JavaScript', 'SCSS', 'HTML', 'PHP', 'Shell']"
https://github.com/GustavoTDini/RDND---Project4,Unrelated,TRUE,FALSE,Udacity React Nanodegree - Mobile Flashcards,"['JavaScript', 'Java', 'Ruby', 'Objective-C', 'Starlark']"
https://github.com/sergeybr94/tg-wallet-pay,Unrelated,FALSE,FALSE,Wallet Pay Client. Telegram bot @wallet,['PHP']
https://github.com/haiihaa/Factorama-game,Unrelated,FALSE,FALSE,My first Unity based game,"['C#', 'ShaderLab', 'HLSL']"
https://github.com/ECN-info-MEDEV/tp-devmo-grandjean_coutier_potager,Unrelated,FALSE,FALSE,tp-devmo-grandjean_coutier_potager created by GitHub Classroom,['Java']
https://github.com/dasloinc/geoTriviaGame,Unrelated,FALSE,FALSE,Trivia game on the topic of Geography,"['JavaScript', 'CSS', 'HTML']"
https://github.com/VictorCallejas/Space_Odyssey,Unrelated,TRUE,FALSE,Repositorio del hackathon NASA Spaceapps 2018,"['Python', 'JavaScript']"
https://github.com/rodrigomgimenes/uoftgroupprojectgeotrivia.github.io,Unrelated,FALSE,FALSE,Group Project 1,"['JavaScript', 'CSS', 'HTML']"
https://github.com/Plant-Clinique/Plant-Clinique,Unrelated,TRUE,FALSE,Repo for us to make and track Plant Clinique features. Trello: https://trello.com/b/z8943iMn/team1. Test App: http://plant-clinique-test.herokuapp.com/,"['Ruby', 'HTML', 'JavaScript', 'SCSS', 'CSS']"
https://github.com/srinivaskrishna97/Covid_Information_App,Potential,FALSE,FALSE,"The main function of this application is to help users to know the latest information on COVID-19 based on their location. The application provides different guidelines for COVID in different provinces and countries. It clears the confusion for the people to properly follow the guidelines for the particular area in which they live, sometimes the guidelines keep changing so this app sends push notifications to the device accordingly. If the person is a traveler then The app provides quarantine guidelines and travel restrictions to and from the region there will be no need to download different applications for this purpose and also it gives updated information about COVID vaccination and live statistics of covid cases by country and provinces in the form of pie chart and map view. ",['Java']
https://github.com/Suriyawong/CIP,Unrelated,TRUE,FALSE,A repository for CIP-related scripts and tools.,"['PowerShell', 'HTML']"
https://github.com/WICG/navigation-api,Unrelated,FALSE,FALSE,"The new navigation API provides a new interface for navigations and session history, with a focus on single-page application navigations.","['Makefile', 'HTML']"
https://github.com/hearme-vn/cx_desktop,Unrelated,TRUE,FALSE,"The hearme cx_desktop module is an open-source repository that enables clients to modify the UI and application logic according to their needs. This module allows users to create a web app for collecting feedback in the online channel, running in a desktop browser. ","['TypeScript', 'SCSS', 'HTML', 'CSS', 'JavaScript']"
https://github.com/faithruth/kanzu-support-desk,Unrelated,FALSE,FALSE,An all-in-one WordPress customer service ( support ticket ) solution for small businesses,"['PHP', 'CSS', 'JavaScript', 'Shell']"
https://github.com/hearme-vn/cx_mobile,Unrelated,TRUE,FALSE,"The hearme cx_mobile module is an open-source repository that empowers clients to customize the UI and application logic according to their needs. This module allows users to create a web app for collecting feedback in the online channel, running in Mobile browser.","['TypeScript', 'SCSS', 'HTML', 'CSS', 'JavaScript']"
https://github.com/hearme-vn/hearme_station,Unrelated,FALSE,FALSE,This is a hybrid mobile application for collecting customer feedback. It uses service from hearme platform.,"['TypeScript', 'HTML', 'SCSS', 'JavaScript']"
https://github.com/CrujiMusic/bopshare,Unrelated,FALSE,FALSE,Remote Android CodePath Project - Spring 2022,['Kotlin']
https://github.com/NorthstarWang/NYP-Journey,Potential,TRUE,FALSE,"NYP Journey is built using C# ASP.NET Webform + MySQL +Bootstrap 4, its purpose is to increase the opportunities of interaction between all teachers and students and make in-campus works become much convenient.","['C#', 'CSS', 'SCSS', 'ASP.NET', 'PHP']"
https://github.com/haiderabbas110/pie-form,Potential,TRUE,FALSE,Developed Drag and Drop WordPress Form Plugin,"['PHP', 'JavaScript', 'CSS']"
https://github.com/Aidgreen/react-ecommere-market,Unrelated,FALSE,FALSE,"MERN Stack E-commerce project: JWT Authentication, Digital Ocean's Cloud Servers, Cloudflare SSL, Braintree Payment Processing, Custom Domain name.","['JavaScript', 'CSS', 'HTML']"
https://github.com/CIS3296SoftwareDesignF21/dbvc,Unrelated,FALSE,FALSE,prj-02-dbvc-minasyan-oechsle-lazzaro-sun created by GitHub Classroom,['Java']
https://github.com/vps/IntelliClinic,Potential,TRUE,FALSE,AI-based healthcare app for improved diagnostics and treatment using advanced ML models,"['Python', 'HTML', 'CSS', 'Dockerfile', 'Shell', 'JavaScript']"
https://github.com/harsha-sam/Engage-Board,Unrelated,TRUE,FALSE,Project made during Microsoft Engage Mentorship Program,"['JavaScript', 'CSS', 'HTML']"
https://github.com/EasonLiaw/mentalhealth_status_classification,Potential,FALSE,FALSE,This project focuses on classifying a child’s wellbeing status during the pandemic period using a customized survey.. This will  allow the government to make informed decisions/new policies that reduce the risk of a child having behavioral or emotional difficulties or both.,"['Python', 'Dockerfile']"
https://github.com/timmoon7/ream-front,Unrelated,TRUE,FALSE,React Front-end App for Admission Matrix Project 3,"['JavaScript', 'CSS', 'HTML']"
https://github.com/Ostrale/BLOSSOM-ADDON,Potential,FALSE,FALSE,Let's fight against digital pollution It is an free extension that will track your browsing habits and data consumption.,"['JavaScript', 'CoffeeScript', 'HTML', 'CSS', 'Less', 'Shell']"
https://github.com/anejaK/CoronaTracker,Potential,FALSE,FALSE,An android app for tracking the cases all over the world and self-assessing one's status,['Java']
https://github.com/jegny100/FitnessApp,Potential,FALSE,FALSE,University project on knowledge representation and management. We combine gamification (minus the pressure and competition) with self-quantification and put it into an app.,"['Python', 'C', 'Cython', 'C++', 'HTML', 'CSS', 'kvlang', 'M4', 'JavaScript', 'Roff', 'Tcl', 'Shell', 'Emacs Lisp', 'Fortran', 'TeX', 'Smarty', 'Vim Script', 'Classic ASP', 'XSLT', 'PowerShell', 'Batchfile', 'VBScript', 'GLSL']"
https://github.com/masonpimentel/email-forwarding-validator,Unrelated,TRUE,FALSE,Email forwarding service validator - integrated with Gmail API,"['Python', 'Shell']"
https://github.com/Tjarko-Holtjer/OSDate,Unrelated,FALSE,FALSE,PHP / MySQL project to create a REAL FREE dating site,"['PHP', 'ActionScript']"
https://github.com/saqibhasib/BaytreeMentorPortal,Potential,TRUE,FALSE,"Mentor portal for a British Charity Organization named ""Baytree Centre""","['TypeScript', 'CSS', 'HTML']"
