Unnamed: 0,Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,_BaseArticleURL
38,77,"K Doherty, A Balaskas, G Doherty",The design of ecological momentary assessment technologies,2020.0,Interacting with Computers,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9434231/,"https://scholar.google.com/scholar?cites=9557138009080237009&as_sdt=2005&sciodt=0,5&hl=en",34,2024-06-11 20:16:42,,,,,,,,,77,19.25,26,3,4.0,"Abstract:
Ecological Momentary Assessment (EMA) methods and technologies, designed to support the self-report of experience in the moment of daily life, have long been considered poised to revolutionize human-centred research, the practice of design and mental healthcare. The history of EMA is inextricably linked to technology, and mobile devices embody many of the characteristics required to support these methods. However, significant barriers to the design and adoption of these systems remain, including challenges of user engagement, reporting burden, data validity and honest disclosure. While prior research has examined the feasibility of a variety of EMA systems, few reviews have attended to their design. Through inter-disciplinary narrative literature review (n = 342), this paper presents a characterization of the EMA technology design space, drawing upon a diverse set of literatures, contexts, applications and demographic groups. This paper describes the options and strategies available to the EMA systems designer, with an eye towards supporting the design and deployment of EMA technologies for research and clinical practice.",https://ieeexplore.ieee.org/iel7/8016801/9253046/09434231.pdf,"https://scholar.google.com/scholar?q=related:0YucJGLGoYQJ:scholar.google.com/&scioq=%22ecological+momentary+assessment%22%7C%22experience+sampling%22+%22ecological+momentary+intervention%22+%22mobile%22%7C%22smartphone%22%7C%22app%22&hl=en&as_sdt=0,5&as_vis=1",ieeexplore.ieee.org
39,77,"J Morgenstern, A Kuerbis, F Muench",Ecological momentary assessment and alcohol use disorder treatment,2014.0,Alcohol research: current …,ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4432849/,"https://scholar.google.com/scholar?cites=1428418644464959871&as_sdt=2005&sciodt=0,5&hl=en",104,2024-06-11 20:16:42,HTML,,,,,,,,77,7.7,26,3,10.0,"Go to:
Abstract

The ability to capture real-time data on human behavior inexpensively, efficiently, and accurately holds promise to transform and broaden our understanding of many areas of health science. One approach to acquiring this type of real-time data is ecological momentary assessment (EMA). This method has been used to collect data in many domains of addiction research, including research on the treatment of alcohol use disorders (AUDs). Empirical evidence supports the hypothesis that use of EMA can improve the quality of AUD treatment research when compared with standard assessment methods because it provides more accurate reporting, allows investigators to examine the dynamic unfolding of the behavior change process at an individual level, and can be used to augment and improve clinical assessment and treatment. Overall, the existing literature provides strong support for the advantages of EMA when combined with standard assessment of addictive behaviors in general. Nevertheless, use of EMA in AUD treatment research thus far has been limited, especially in the area of research on mechanisms of behavior change. Existing research indicates, however, that EMA can be used to deliver tailored feedback as a novel and potentially transformative approach to improving AUD treatment. This research area clearly warrants additional future efforts.

Keywords: Alcohol use, abuse, and dependence; alcohol use disorders (AUDs); assessment; assessment methods; ecological momentary assessment (EMA); real-time assessment; feedback; mobile technologies; mHealth; literature review",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4432849/,"https://scholar.google.com/scholar?q=related:fwHhZTDD0hMJ:scholar.google.com/&scioq=%22ecological+momentary+assessment%22%7C%22experience+sampling%22+%22ecological+momentary+intervention%22+%22mobile%22%7C%22smartphone%22%7C%22app%22&hl=en&as_sdt=0,5&as_vis=1",www.ncbi.nlm.nih.gov
40,73,"C Yang, B Linas, G Kirk, R Bollinger…",Feasibility and acceptability of smartphone-based ecological momentary assessment of alcohol use among African American men who have sex with men in …,2015.0,JMIR mHealth and …,mhealth.jmir.org,https://mhealth.jmir.org/2015/2/e67/,"https://scholar.google.com/scholar?cites=1034473631721267444&as_sdt=2005&sciodt=0,5&hl=en",51,2024-06-11 20:16:42,HTML,,,,,,,,73,8.11,15,5,9.0,"Abstract

Background:
Alcohol use is a risk factor for the acquisition of human immunodeficiency virus (HIV) among African American men who have sex with men (MSM). Mobile phone-based ecological momentary assessments (EMA) could minimize bias due to retrospective recall and thus provide a better understanding of the social and structural context of alcohol use and its relationship with HIV-related risk behaviors in this population as well as other highly stigmatized populations.


Objective:
We describe the study design and the implementation, feasibility, reactivity, and acceptability of an EMA study of alcohol use and HIV-related behaviors among African American MSM in Baltimore.


Methods:
Participants were recruited through flyers and word-of-mouth in Baltimore from September 2013 to November 2014. Each participant was loaned an Android smartphone and instructed to respond to multiple prompts from the mobile app for 4 weeks. Data were collected through (1) random prompts delivered three times daily assessing participants’ location, activity, mood, and social context, (2) daily prompts capturing drinking and sex events occurring in the past 24 hours, and (3) event-contingent responses collecting participants’ self-reported episodes of drinking.


Results:
A total of 16 participants enrolled in the study. The current analyses focused on 15 participants who completed at least 24 days of follow-up (mean follow-up time 29 days; range 24-35 days). Study participants (N=15) were a median 38 years of age (range 27-62 years) with low levels of income and educational attainment. Ten individuals self-reported living with HIV/AIDS, over half reported drinking alcohol at least 2-3 times a week, and a third reported binge drinking (ie, 6 or more drinks on one occasion) on a weekly basis. Based on the Alcohol Use Disorders Identification Test (AUDIT) score, nearly half were classified as hazardous drinkers (score 8-15) and a fifth were likely dependent (score ≥16). A total of 140 participant-initiated events were reported, and 75% of 1308 random prompts and 81% of 436 daily prompts delivered were answered. Of seven devices used during the study, five were reported lost by participants. We did not observe strong reactivity effects, and self-reported acceptability to study procedures was uniformly favorable.


Conclusions:
This study provides evidence to support the feasibility and acceptability of using EMA methods for collecting data on alcohol use among African American men who have sex with men living in urban settings. These data provide the basis for future studies of EMA-informed mHealth interventions to promote the reduction of substance use and HIV risk-taking behaviors among African American MSM living in urban settings.


JMIR mHealth uHealth 2015;3(2):e67

doi:10.2196/mhealth.4344


Keywords
ecological momentary assessment (EMA); alcohol use; HIV; African American; men who have sex with men (MSM) ",https://mhealth.jmir.org/2015/2/e67/,"https://scholar.google.com/scholar?q=related:9CBBhEkwWw4J:scholar.google.com/&scioq=%22ecological+momentary+assessment%22%7C%22experience+sampling%22+%22ecological+momentary+intervention%22+%22mobile%22%7C%22smartphone%22%7C%22app%22&hl=en&as_sdt=0,5&as_vis=1",mhealth.jmir.org
41,72,"YS Yang, GW Ryu, M Choi",Methodological strategies for ecological momentary assessment to evaluate mood and stress in adult patients using mobile phones: systematic review,2019.0,JMIR mHealth and uHealth,mhealth.jmir.org,https://mhealth.jmir.org/2019/4/e11215/;,"https://scholar.google.com/scholar?cites=1755171543241309601&as_sdt=2005&sciodt=0,5&hl=en",35,2024-06-11 20:16:42,HTML,,,,,,,,72,14.4,24,3,5.0,"Abstract

Background:
Ecological momentary assessment (EMA) has utility for measuring psychological properties in daily life. EMA has also allowed researchers to collect data on diverse experiences and symptoms from various subjects.


Objective:
The aim of this study was to review methodological strategies and useful related information for EMA using mobile phones to capture changes of mood and stress in adult patients seeking health care.


Methods:
We searched PubMed, Cumulative Index to Nursing and Allied Health Literature (CINAHL), Embase, the Cochrane Library, PsycINFO, and Web of Science. This review included studies published in peer-reviewed journals in English between January 2008 and November 2017 that used basic- or advanced-feature mobile phones to measure momentary mood or stress in adult patients seeking health care in outpatient departments. We excluded studies of smoking and substance addictions and studies of mental disorder patients who had been diagnosed by physicians.


Results:
We reviewed 12 selected articles that used EMA via mobile phones to measure momentary mood and stress and other related variables from various patients with chronic fatigue syndrome, breast cancer, migraine, HIV, tinnitus, temporomandibular disorder, end-stage kidney disease, and traumatic brain injury. Most of the selected studies (11/12, 92%) used signal contingency and in 8 of the 12 studies (67%) alarms were sent at random or semirandom intervals to prompt the momentary measurement. Out of 12 studies, 7 (58%) used specific apps directly installed on mobile phones, 3 (25%) used mobile phones to link to Web-based survey programs, and 2 (17%) used an interactive voice-response system.


Conclusions:
This study provides researchers with useful information regarding methodological details for utilizing EMA to measure mood and stress in adult patients. This review shows that EMA methods could be effective and reasonable for measuring momentary mood and stress, given that basic- and advanced-feature mobile phones are ubiquitous, familiar, and easy to approach. Therefore, researchers could adopt and utilize EMA methods using mobile phones to measure psychological health outcomes, such as mood and stress, in adult patients.


JMIR Mhealth Uhealth 2019;7(4):e11215

doi:10.2196/11215


Keywords
review (321); experience sampling method (16); ecological momentary assessment (234); mobile apps (576); mood (47); stress (297) ",https://mhealth.jmir.org/2019/4/e11215/;,"https://scholar.google.com/scholar?q=related:ob3FIjifWxgJ:scholar.google.com/&scioq=%22ecological+momentary+assessment%22%7C%22experience+sampling%22+%22ecological+momentary+intervention%22+%22mobile%22%7C%22smartphone%22%7C%22app%22&hl=en&as_sdt=0,5&as_vis=1",mhealth.jmir.org
42,72,"ET Hébert, EM Stevens, SG Frank, DE Kendzor…","An ecological momentary intervention for smoking cessation: the associations of just-in-time, tailored messages with lapse risk factors",2018.0,Addictive …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0306460317303970,"https://scholar.google.com/scholar?cites=10291024501466719838&as_sdt=2005&sciodt=0,5&hl=en",73,2024-06-11 20:16:42,,,,,,,,,72,12.0,14,5,6.0,"Highlights

•

Smartphones can be used to assess risk for smoking lapse in real-time.

•

Smartphone apps can deliver just-in-time adaptive interventions to prevent lapse.

•

Tailored messages may reduce users' urges to smoke and cigarette availability.

Abstract
Background

Smartphone apps can provide real-time, tailored interventions for smoking cessation. The current study examines the effectiveness of a smartphone-based smoking cessation application that assessed risk for imminent smoking lapse multiple times per day and provided messages tailored to current smoking lapse risk and specific lapse triggers.

Methods

Participants (N = 59) recruited from a safety-net hospital smoking cessation clinic completed phone-based ecological momentary assessments (EMAs) 5 times/day for 3 consecutive weeks (1 week pre-quit, 2 weeks post-quit). Risk for smoking lapse was estimated in real-time using a novel weighted lapse risk estimator. With each EMA, participants received messages tailored to current level of risk for imminent smoking lapse and self-reported presence of smoking urge, stress, cigarette availability, and motivation to quit. Generalized linear mixed model analyses determined whether messages tailored to specific lapse risk factors were associated with greater reductions in these triggers than messages not tailored to specific triggers.

Results

Overall, messages tailored to smoking urge, cigarette availability, or stress corresponded with greater reductions in those triggers than messages that were not tailored to specific triggers (p's = 0.02 to < 0.001). Although messages tailored to stress were associated with greater reductions in stress than messages not tailored to stress, the association was non-significant (p = 0.892) when only moments of high stress were included in the analysis.

Conclusions

Mobile technology can be used to conduct real-time smoking lapse risk assessment and provide tailored treatment content. Findings provide initial evidence that tailored content may impact users' urge to smoke, stress, and cigarette availability.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5783727/,"https://scholar.google.com/scholar?q=related:XubDiEIQ0Y4J:scholar.google.com/&scioq=%22ecological+momentary+assessment%22%7C%22experience+sampling%22+%22ecological+momentary+intervention%22+%22mobile%22%7C%22smartphone%22%7C%22app%22&hl=en&as_sdt=0,5&as_vis=1",www.sciencedirect.com
43,70,"E Beckjord, S Shiffman",Background for real-time monitoring and intervention related to alcohol use,2014.0,Alcohol research: current reviews,ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4432861/,"https://scholar.google.com/scholar?cites=17516942956592370578&as_sdt=2005&sciodt=0,5&hl=en",190,2024-06-11 20:16:42,HTML,,,,,,,,70,7.0,35,2,10.0,"Go to:
Abstract

Real-time assessment, known as ecological momentary assessment (EMA), and real-time intervention (ecological momentary intervention [EMI]) can significantly extend the reach and impact of interventions to help individuals reduce their drinking behavior. For EMA, the user provides information on the variable of interest (e.g., drinking or craving) via a mobile device. This data reporting can occur either at pre-specified times or in certain high-risk situations. The primary benefits of EMA include external validity, minimized recall bias, and the ability to capture dynamic patterns in human behavior. EMI refers to interventions that are delivered via mobile devices at the time when the user needs it (i.e., in a high-risk situation). Key constructs of EMI are what interventions are delivered and when they are delivered. The timing of the EMI often is determined by the user’s EMA reports. Both EMA and EMI have been studied in people with alcohol use disorders. EMA and EMI often are used in conjunction with each other because EMA can help inform the optimal timing of EMI and help tailor its content. Further development of high-impact, algorithm-driven, technology-mediated real-time intervention may help reduce drinking and promote positive health behavior change.

Keywords: Alcohol use, abuse, and dependence; alcohol use disorders; drinking behavior; risk factors; intervention; real-time assessment; ecological momentary assessment (EMA); real-time intervention; ecological momentary intervention (EMI); mobile devices; telecommunication; technology; electronic health technology",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4432861/,"https://scholar.google.com/scholar?q=related:khN4bs-uGPMJ:scholar.google.com/&scioq=%22ecological+momentary+assessment%22%7C%22experience+sampling%22+%22ecological+momentary+intervention%22+%22mobile%22%7C%22smartphone%22%7C%22app%22&hl=en&as_sdt=0,5&as_vis=1",www.ncbi.nlm.nih.gov
44,67,"MT Williams, H Lewthwaite, F Fraysse…",Compliance with mobile ecological momentary assessment of self-reported health-related behaviors and psychological constructs in adults: systematic review …,2021.0,Journal of medical …,jmir.org,https://www.jmir.org/2021/3/e17023/,"https://scholar.google.com/scholar?cites=13700251305312088086&as_sdt=2005&sciodt=0,5&hl=en",95,2024-06-11 20:16:42,HTML,,,,,,,,67,22.33,17,4,3.0,"Abstract

Background:
Mobile ecological momentary assessment (mEMA) permits real-time capture of self-reported participant behaviors and perceptual experiences. Reporting of mEMA protocols and compliance has been identified as problematic within systematic reviews of children, youth, and specific clinical populations of adults.


Objective:
This study aimed to describe the use of mEMA for self-reported behaviors and psychological constructs, mEMA protocol and compliance reporting, and associations between key components of mEMA protocols and compliance in studies of nonclinical and clinical samples of adults.


Methods:
In total, 9 electronic databases were searched (2006-2016) for observational studies reporting compliance to mEMA for health-related data from adults (>18 years) in nonclinical and clinical settings. Screening and data extraction were undertaken by independent reviewers, with discrepancies resolved by consensus. Narrative synthesis described participants, mEMA target, protocol, and compliance. Random effects meta-analysis explored factors associated with cohort compliance (monitoring duration, daily prompt frequency or schedule, device type, training, incentives, and burden score). Random effects analysis of variance (P≤.05) assessed differences between nonclinical and clinical data sets.


Results:
Of the 168 eligible studies, 97/105 (57.7%) reported compliance in unique data sets (nonclinical=64/105 [61%], clinical=41/105 [39%]). The most common self-reported mEMA target was affect (primary target: 31/105, 29.5% data sets; secondary target: 50/105, 47.6% data sets). The median duration of the mEMA protocol was 7 days (nonclinical=7, clinical=12). Most protocols used a single time-based (random or interval) prompt type (69/105, 65.7%); median prompt frequency was 5 per day. The median number of items per prompt was similar for nonclinical (8) and clinical data sets (10). More than half of the data sets reported mEMA training (84/105, 80%) and provision of participant incentives (66/105, 62.9%). Less than half of the data sets reported number of prompts delivered (22/105, 21%), answered (43/105, 41%), criterion for valid mEMA data (37/105, 35.2%), or response latency (38/105, 36.2%). Meta-analysis (nonclinical=41, clinical=27) estimated an overall compliance of 81.9% (95% CI 79.1-84.4), with no significant difference between nonclinical and clinical data sets or estimates before or after data exclusions. Compliance was associated with prompts per day and items per prompt for nonclinical data sets. Although widespread heterogeneity existed across analysis (I2>90%), no compelling relationship was identified between key features of mEMA protocols representing burden and mEMA compliance.


Conclusions:
In this 10-year sample of studies using the mEMA of self-reported health-related behaviors and psychological constructs in adult nonclinical and clinical populations, mEMA was applied across contexts and health conditions and to collect a range of health-related data. There was inconsistent reporting of compliance and key features within protocols, which limited the ability to confidently identify components of mEMA schedules likely to have a specific impact on compliance.


J Med Internet Res 2021;23(3):e17023

doi:10.2196/17023


Keywords
mobile momentary ecological assessment (1); adult (74); compliance (70); systematic review (591); meta-analysis (251); mobile phone (2900) ",https://www.jmir.org/2021/3/e17023/,"https://scholar.google.com/scholar?q=related:FnC1ovkRIb4J:scholar.google.com/&scioq=%22ecological+momentary+assessment%22%7C%22experience+sampling%22+%22ecological+momentary+intervention%22+%22mobile%22%7C%22smartphone%22%7C%22app%22&hl=en&as_sdt=0,5&as_vis=1",www.jmir.org
45,65,"S Carreiro, M Newcomb, R Leach, S Ostrowski…",Current reporting of usability and impact of mHealth interventions for substance use disorder: A systematic review,2020.0,Drug and Alcohol …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0376871620303665,"https://scholar.google.com/scholar?cites=2033663699654249963&as_sdt=2005&sciodt=0,5&hl=en",261,2024-06-11 20:16:42,,,,,,,,,65,16.25,13,5,4.0,"Highlights

•

Connected interventions use data from mHealth devices to trigger interventions.

•

Connected interventions have the potential to dramatically impact SUD treatment.

•

Many connected interventions focus on AUD, use smart phone and use EMA.

•

Most studies reported positive effects on SUD outcomes and high acceptability.

•

Few connected interventions to date utilize wearables to monitor biologic data.

Abstract
Background

Connected interventions use data collected through mobile/wearable devices to trigger real-time interventions and have great potential to improve treatment for substance use disorder (SUD). This review aims to describe the current landscape, effectiveness and usability of connected interventions for SUD.

Methods

A systematic review was conducted to identify articles evaluating connected health interventions for SUD in accordance with the Preferred Reporting Items for Systematic Reviews and Meta-Analyses guidelines. Three databases (PubMed, IEEE, and Scopus) were searched over a five-year period. Included articles described a connected health intervention targeting SUD and provided outcomes data. Data were extracted using a standardized reporting tool.

Results

A total of 1676 unique articles were identified during the initial search, with 32 articles included in the final analysis. Seven articles of the 32 were derived from two large studies. The most commonly studied SUD was alcohol use disorder. Sixteen articles reported at least one statistically significant result with respect to reduced craving and/or substance use. The majority of articles used ecological momentary assessment to trigger interventions, while four used biologic/physiologic data. Two articles used a wearable device. Common intervention types included craving management, coping assistance, and tailored feedback. Twenty-three articles measured usability factors, and acceptability was generally reported as high.

Conclusion

Identified themes included a focus on AUD, use of smart phones, use of EMA for intervention delivery, positive effects on SUD related outcomes, and overall high acceptability. Wearables that directly monitor biologic data and predictive analytics using integrated data streams represent understudied opportunities for new research.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7502517/,"https://scholar.google.com/scholar?q=related:641_KlwGORwJ:scholar.google.com/&scioq=%22ecological+momentary+assessment%22%7C%22experience+sampling%22+%22ecological+momentary+intervention%22+%22mobile%22%7C%22smartphone%22%7C%22app%22&hl=en&as_sdt=0,5&as_vis=1",www.sciencedirect.com
46,63,"ME McDevitt-Murphy, MT Luciano, RJ Zakarian",Use of ecological momentary assessment and intervention in treatment with adults,2018.0,Focus,Am Psychiatric Assoc,https://focus.psychiatryonline.org/doi/abs/10.1176/appi.focus.20180017,"https://scholar.google.com/scholar?cites=3706566108607467017&as_sdt=2005&sciodt=0,5&hl=en",5,2024-06-11 20:16:42,,10.1176/appi.focus.20180017,,,,,,,63,10.5,21,3,6.0,"Abstract

This article reviews the use of ecological momentary assessment (EMA) and ecological momentary intervention (EMI) in clinical research applications. EMA refers to a method of data collection that attempts to capture respondents’ activities, emotions, and thoughts in the moment, in their natural environment. It typically uses prompts administered through a personal electronic device, such as a smartphone or tablet. EMI extends this technique and includes the use of microlevel interventions administered through personal electronic devices. These technological developments hold promise for enhancing psychological treatments by prompting the patient outside of therapy sessions in his or her day-to-day environment. Research suggests that EMI may be beneficial to participants and that this effect is amplified when EMI is delivered in the context of ongoing psychotherapy. EMI may reflect a cost-effective mechanism to enhance therapeutic outcomes.",https://focus.psychiatryonline.org/doi/pdf/10.1176/appi.focus.20180017,"https://scholar.google.com/scholar?q=related:Cc4M0DxecDMJ:scholar.google.com/&scioq=%22ecological+momentary+assessment%22%7C%22experience+sampling%22+%22ecological+momentary+intervention%22+%22mobile%22%7C%22smartphone%22%7C%22app%22&hl=en&as_sdt=0,5&as_vis=1",focus.psychiatryonline.org
47,63,"D Colombo, J Fernández-Álvarez…","New technologies for the understanding, assessment, and intervention of emotion regulation",2019.0,Frontiers in …,frontiersin.org,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2019.01261/full,"https://scholar.google.com/scholar?cites=13670587461277181488&as_sdt=2005&sciodt=0,5&hl=en",224,2024-06-11 20:16:42,HTML,10.3389/fpsyg.2019.01261,,,,,,,63,12.6,21,3,5.0,"Desirée Colombo1†Javier Fernández-Álvarez2*†Azucena García Palacios1,3Pietro Cipresso2,4Cristina Botella1,3Giuseppe Riva2,4
1Department of Basic Psychology, Clinical and Psychobiology, Jaume I University, Castellón de la Plana, Spain
2Department of Psychology, Università Cattolica del Sacro Cuore, Milan, Italy
3CIBER of Physiopathology of Obesity and Nutrition, Madrid, Spain
4Applied Technology for Neuro-Psychology Laboratory, Istituto Auxologico Italiano (IRCCS), Milan, Italy

In the last decades, emotion regulation (ER) received increasing attention and became one of the most studied topics within the psychological field. Nevertheless, this construct has not been fully updated with the latest technological advancements. In this perspective, we will show how diverse technologies, such as virtual reality (VR), wearable biosensors, smartphones, or biofeedback techniques, can be applied to the understanding, assessment, and intervention of ER. After providing a brief overview of the currently available technological developments, we will discuss the benefits of incorporating new technologies in ER field, including ecological validity, intervention personalization, and the integration of understudied facets of ER, such as the implicit and interpersonal dimension.",https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2019.01261/full,"https://scholar.google.com/scholar?q=related:MOZVvN2ut70J:scholar.google.com/&scioq=%22ecological+momentary+assessment%22%7C%22experience+sampling%22+%22ecological+momentary+intervention%22+%22mobile%22%7C%22smartphone%22%7C%22app%22&hl=en&as_sdt=0,5&as_vis=1",www.frontiersin.org
48,63,"AH Bettis, TA Burke, J Nesi…",Digital technologies for emotion-regulation assessment and intervention: a conceptual review,2022.0,Clinical Psychological …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/21677026211011982,"https://scholar.google.com/scholar?cites=5460650160418461428&as_sdt=2005&sciodt=0,5&hl=en",233,2024-06-11 20:16:42,,10.1177/21677026211011982,,,,,,,63,31.5,16,4,2.0,"
Abstract
The ability to regulate emotions in response to stress is central to healthy development. Whereas early research in emotion regulation predominantly employed static, self-report measurement, the past decade has seen a shift in focus toward understanding the dynamic nature of regulation processes. This is reflected in recent refinements in the definition of emotion regulation that emphasize the importance of the ability to flexibly adapt regulation efforts across contexts. The latest proliferation of digital technologies employed in mental health research offers the opportunity to capture the state- and context-sensitive nature of emotion regulation. In this conceptual review, we examine the use of digital technologies (ecological momentary assessment; wearable and smartphone technology, physical activity, acoustic data, visual data, and geo-location; smart-home technology; virtual reality; social media) in the assessment of emotion regulation and describe their application to interventions. We also discuss challenges and ethical considerations and outline areas for future research.
",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8846444/,"https://scholar.google.com/scholar?q=related:9BZsnmMgyEsJ:scholar.google.com/&scioq=%22ecological+momentary+assessment%22%7C%22experience+sampling%22+%22ecological+momentary+intervention%22+%22mobile%22%7C%22smartphone%22%7C%22app%22&hl=en&as_sdt=0,5&as_vis=1",journals.sagepub.com
49,62,"T Vaessen, H Steinhart, T Batink, A Klippel…",ACT in daily life in early psychosis: an ecological momentary intervention approach,2019.0,Psychosis,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/17522439.2019.1578401,"https://scholar.google.com/scholar?cites=15173057861226785638&as_sdt=2005&sciodt=0,5&hl=en",59,2024-06-11 20:16:42,,10.1080/17522439.2019.1578401,,,,,,,62,12.4,12,5,5.0,"
ABSTRACT

The current article describes the Acceptance and Commitment Therapy (ACT) in Daily Life (ACT-DL) training, a new mobile health treatment protocol for ACT applied in a randomized controlled trial in early psychosis individuals. Between weekly ACT therapy sessions, patients fill out brief questionnaires on an app about their mood, symptoms, activity, and current context, thus promoting awareness - a crucial component of ACT. The app also provides them with visual cues and exercises specifically related to the ACT sessions, to help them implement the techniques previously learned in therapy into their daily lives. Here we assess the feasibility of this protocol in 16 early psychosis individuals, as part of an ongoing randomized controlled trial. Specifically, we investigate the experienced usefulness of the ACT therapy and app, and burden of the protocol. Results indicate that participants find both the therapy sessions and the app useful, and that ACT-DL guides them in putting ACT into everyday practice, although the protocol may be moderately burdensome. These findings indicate that ACT-DL may help early psychosis patients applying ACT skills to diverse contexts of everyday life. Since ACT is not symptom-specific, ACT-DL may also be suited for different target populations. Limitations and future directions are discussed.
",https://lirias.kuleuven.be/retrieve/535889,"https://scholar.google.com/scholar?q=related:ZuveBryHkdIJ:scholar.google.com/&scioq=%22ecological+momentary+assessment%22%7C%22experience+sampling%22+%22ecological+momentary+intervention%22+%22mobile%22%7C%22smartphone%22%7C%22app%22&hl=en&as_sdt=0,5&as_vis=1",www.tandfonline.com
50,61,"KE Smith, A Juarascio",From ecological momentary assessment (EMA) to ecological momentary intervention (EMI): past and future directions for ambulatory assessment and interventions in …,2019.0,Current psychiatry reports,Springer,https://link.springer.com/article/10.1007/s11920-019-1046-8,"https://scholar.google.com/scholar?cites=4947001043790465921&as_sdt=2005&sciodt=0,5&hl=en",13,2024-06-11 20:16:42,,10.1007/s11920-019-1046-8,,,,,,,61,12.2,31,2,5.0,"Purpose of Review

Ambulatory assessment methods, including ecological momentary assessment (EMA), have often been used in eating disorders (EDs) to assess the type, frequency, and temporal sequencing of ED symptoms occurring in naturalistic environments. Relatedly, growing research in EDs has explored the utility of ecological momentary interventions (EMIs) to target ED symptoms. The aims of the present review were to (1) synthesize recent literature pertaining to ambulatory assessment/EMA and EMI in EDs, and (2) identify relevant limitations and future directions in these domains.

Recent Findings

With respect to ambulatory assessment and EMA, there has been substantial growth in the expansion of constructs assessed with EMA, the exploration of state- vs. trait-level processes, integration of objective and passive assessment approaches, and consideration of methodological issues. The EMI literature in EDs also continues to grow, though most of the recent research focuses on mobile health (mHealth) technologies with relatively minimal EMI components that adapt to momentary contextual information.

Summary

Despite these encouraging advances, there remain several promising areas of ambulatory assessment research and clinical applications in EDs going forward. These include integration of passive data collection, use of EMA in treatment evaluation and design, evaluation of dynamic system processes, inclusion of diverse samples, and development and evaluation of adaptive, tailored EMIs such as just-in-time adaptive interventions. While much remains to be learned in each of these domains, the continual growth in mobile technology has potential to facilitate and refine our understanding of the nature of ED psychopathology and ultimately improve intervention approaches.",,"https://scholar.google.com/scholar?q=related:gQueLj1Hp0QJ:scholar.google.com/&scioq=%22ecological+momentary+assessment%22%7C%22experience+sampling%22+%22ecological+momentary+intervention%22+%22mobile%22%7C%22smartphone%22%7C%22app%22&hl=en&as_sdt=0,5&as_vis=1",link.springer.com
51,57,"SM Carpenter, M Menictas, I Nahum-Shani…",Developments in mobile health just-in-time adaptive interventions for addiction science,2020.0,Current addiction …,Springer,https://link.springer.com/article/10.1007/s40429-020-00322-y,"https://scholar.google.com/scholar?cites=10045588484789193647&as_sdt=2005&sciodt=0,5&hl=en",222,2024-06-11 20:16:42,,10.1007/s40429-020-00322-y,,,,,,,57,14.25,14,4,4.0,"Purpose of Review

Addiction is a serious and prevalent problem across the globe. An important challenge facing intervention science is how to support addiction treatment and recovery while mitigating the associated cost and stigma. A promising solution is the use of mobile health (mHealth) just-in-time adaptive interventions (JITAIs), in which intervention options are delivered in situ via a mobile device when individuals are most in need.

Recent Findings

The present review describes the use of mHealth JITAIs to support addiction treatment and recovery, and provides guidance on when and how the micro-randomized trial (MRT) can be used to optimize a JITAI. We describe the design of five mHealth JITAIs in addiction and three MRT studies, and discuss challenges and future directions.

Summary

This review aims to provide guidance for constructing effective JITAIs to support addiction treatment and recovery.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7968352/,"https://scholar.google.com/scholar?q=related:r0udy4AZaYsJ:scholar.google.com/&scioq=%22ecological+momentary+assessment%22%7C%22experience+sampling%22+%22ecological+momentary+intervention%22+%22mobile%22%7C%22smartphone%22%7C%22app%22&hl=en&as_sdt=0,5&as_vis=1",link.springer.com
