,Unnamed: 0,id,url,name,description,owner,owner_type,owner_image_url,created_at,updated_at,homepage_url,repo_size_kb,license,num_stars,num_forks,is_fork,topics,is_archived,default_branch,main_language,has_projects,has_wiki,has_pages,has_discussions,has_issues,info_url,num_issues,num_subscribers,num_contributors,languages,readme
10,14,46793671,https://github.com/Adyen/adyen-php-api-library,adyen-php-api-library,Adyen API Library for PHP,Adyen,Organization,https://avatars.githubusercontent.com/u/9713612?v=4,2015-11-24T13:34:39Z,2024-02-21T14:27:16Z,,4561,MIT License,146,100,False,"['adyen', 'adyen-api', 'api-client', 'api-library', 'hacktoberfest', 'payment', 'payment-gateway', 'payment-integration', 'payments', 'php']",False,main,PHP,True,True,False,False,True,https://api.github.com/repos/Adyen/adyen-php-api-library,0,0,0,[],
11,19,421501278,https://github.com/LucaBernstein/beancount-bot-tg,beancount-bot-tg,This telegram bot helps you in recording your beancount transactions easily (e.g. while on the go).,LucaBernstein,User,https://avatars.githubusercontent.com/u/16018720?v=4,2021-10-26T16:26:53Z,2024-02-25T14:50:18Z,https://t.me/LB_Bean_Bot,519,MIT License,28,3,False,"['beancount', 'go', 'golang', 'self-hosted', 'telegram-bot']",False,main,Go,True,False,False,False,True,https://api.github.com/repos/LucaBernstein/beancount-bot-tg,0,0,0,[],
12,20,589448358,https://github.com/Algorithmics001/Atomic_Tasker,Atomic_Tasker,This repo is for algorithmics hackathon project,Algorithmics001,User,https://avatars.githubusercontent.com/u/122769064?v=4,2023-01-16T06:15:33Z,2023-10-15T16:17:58Z,,68990,UNLICENSED,9,13,False,"['hacktoberfest', 'hacktoberfest-accepted', 'hacktoberfest2023']",False,main,JavaScript,True,True,False,False,True,https://api.github.com/repos/Algorithmics001/Atomic_Tasker,0,0,0,[],
13,24,180857530,https://github.com/HL7-DaVinci/prior-auth,prior-auth,Da Vinci Prior Authorization Reference Implementation,HL7-DaVinci,Organization,https://avatars.githubusercontent.com/u/40900514?v=4,2019-04-11T18:49:18Z,2024-03-12T12:44:27Z,,2102,Apache License 2.0,22,14,False,[],False,dev,Java,True,True,False,False,True,https://api.github.com/repos/HL7-DaVinci/prior-auth,0,0,0,[],
14,25,195236953,https://github.com/Adyen/adyen-node-api-library,adyen-node-api-library,Adyen API Library for Node.js,Adyen,Organization,https://avatars.githubusercontent.com/u/9713612?v=4,2019-07-04T12:24:22Z,2024-02-01T11:22:43Z,,13986,MIT License,95,56,False,"['adyen', 'api', 'api-client', 'api-library', 'hacktoberfest', 'node', 'node-js', 'nodejs', 'payment', 'payment-gateway', 'payment-integration']",False,main,TypeScript,False,False,False,False,True,https://api.github.com/repos/Adyen/adyen-node-api-library,0,0,0,[],
15,27,36481724,https://github.com/csantanapr/mfp-bank,mfp-bank,"Sample  Cordova App MFPBank using Ionic and MobileFirst Platform Foundation, Bluemix, Cloudant, and MQA",csantanapr,User,https://avatars.githubusercontent.com/u/1094878?v=4,2015-05-29T04:04:00Z,2019-09-26T19:25:17Z,https://csantanapr.github.io/mfp-bank,15216,Apache License 2.0,2,5,False,[],False,master,JavaScript,True,False,True,False,True,https://api.github.com/repos/csantanapr/mfp-bank,0,0,0,[],
16,29,166216925,https://github.com/pollfish/flutter-plugin-pollfish,flutter-plugin-pollfish,"Pollfish Flutter plugin, allows integration of Pollfish surveys into Flutter Android and iOS apps.",pollfish,Organization,https://avatars.githubusercontent.com/u/3800326?v=4,2019-01-17T11:47:04Z,2023-01-15T18:11:41Z,,224,Other,8,8,False,[],False,master,Dart,True,True,False,False,True,https://api.github.com/repos/pollfish/flutter-plugin-pollfish,0,0,0,[],
17,30,510673747,https://github.com/why-not-try-calmer/ringo,ringo,Simple bot for notifying admins on new Telegram user join requests.,why-not-try-calmer,User,https://avatars.githubusercontent.com/u/19554213?v=4,2022-07-05T09:41:16Z,2024-01-27T14:36:26Z,,134,MIT License,2,3,False,"['hacktoberfest', 'python-telegram-bot', 'telegram-bot']",False,master,Python,False,False,False,False,True,https://api.github.com/repos/why-not-try-calmer/ringo,0,0,0,[],
18,31,156412627,https://github.com/RADAR-base/RADAR-Appserver,RADAR-Appserver,General purpose application server for the radar platform currently with capability to schedule push notifications,RADAR-base,Organization,https://avatars.githubusercontent.com/u/22225205?v=4,2018-11-06T16:22:38Z,2023-09-18T13:23:53Z,,3524,UNLICENSED,10,2,False,[],False,master,Java,True,True,False,False,True,https://api.github.com/repos/RADAR-base/RADAR-Appserver,0,0,0,[],
20,33,88024673,https://github.com/freightlive/bumbal-client-api-php,bumbal-client-api-php,Bumbal Client API for PHP,freightlive,User,https://avatars.githubusercontent.com/u/9133487?v=4,2017-04-12T07:49:59Z,2021-09-27T11:09:37Z,,4409,Apache License 2.0,0,2,False,[],False,master,PHP,True,True,False,False,True,https://api.github.com/repos/freightlive/bumbal-client-api-php,0,0,0,[],
21,34,285925382,https://github.com/HeyMaslo/companion-kit,companion-kit,This is the official repository of the maslo companion kit,HeyMaslo,Organization,https://avatars.githubusercontent.com/u/31329337?v=4,2020-08-07T21:39:27Z,2022-09-21T16:58:52Z,,18997,MIT License,27,10,False,[],False,master,TypeScript,False,False,True,False,True,https://api.github.com/repos/HeyMaslo/companion-kit,0,0,0,[],
22,35,259109500,https://github.com/juacas/quizaccess_delayed,quizaccess_delayed,Auto Activate Quiz Attempt Button with randomized delay,juacas,User,https://avatars.githubusercontent.com/u/1656180?v=4,2020-04-26T18:56:49Z,2024-01-26T14:17:21Z,,8067,UNLICENSED,9,5,False,[],False,master,PHP,True,True,True,False,True,https://api.github.com/repos/juacas/quizaccess_delayed,0,0,0,[],
23,36,496821198,https://github.com/sichallez/GiftFinder,GiftFinder,"A fullstack PostgreSQL-Express-React-Node web application for gift suggestions, wishlist sharing and gift reservation within user-groups. MUI CSS framework. Deployed to Heroku.",sichallez,User,https://avatars.githubusercontent.com/u/95670517?v=4,2022-05-27T01:13:42Z,2023-10-19T01:44:34Z,https://giftfinder2201.herokuapp.com/,9156,MIT License,6,2,False,"['axios', 'babel-plugin', 'cometchatpro', 'crud-application', 'etsy-api', 'expressjs', 'figma', 'gifts', 'heroku', 'html-css-javascript', 'javascript', 'muiv5', 'nodejs', 'npm', 'npm-package', 'postgresql', 'react', 'sequelize', 'webpack']",False,main,JavaScript,True,True,False,False,True,https://api.github.com/repos/sichallez/GiftFinder,0,0,0,[],
25,38,1368933,https://github.com/davosmith/moodle-navbuttons,moodle-navbuttons,Adds navigation buttons to the bottom of each activity page in Moodle (1.9/2.0+),davosmith,User,https://avatars.githubusercontent.com/u/160038?v=4,2011-02-15T10:47:28Z,2022-01-22T16:38:23Z,,188,GNU General Public License v3.0,10,13,False,[],False,master,PHP,True,True,False,False,True,https://api.github.com/repos/davosmith/moodle-navbuttons,0,0,0,[],
26,39,250938581,https://github.com/VictorRancesCode/Covid19,Covid19,Covid-19 - Django + Flutter,VictorRancesCode,User,https://avatars.githubusercontent.com/u/25290085?v=4,2020-03-29T02:35:46Z,2023-01-24T14:46:58Z,,839,UNLICENSED,6,2,False,[],False,master,Python,True,True,False,False,True,https://api.github.com/repos/VictorRancesCode/Covid19,0,0,0,[],
28,44,140702917,https://github.com/Dannebicque/intranetV3,intranetV3,Version 3 de l'intranet,Dannebicque,User,https://avatars.githubusercontent.com/u/9027047?v=4,2018-07-12T11:16:03Z,2023-11-21T20:12:50Z,,103285,Mozilla Public License 2.0,29,10,False,"['des-absences', 'edition-des-conventions', 'suivi-des-notes', 'suivi-des-tudiants']",False,main,PHP,True,True,False,False,True,https://api.github.com/repos/Dannebicque/intranetV3,0,0,0,[],
29,45,60810144,https://github.com/dropbox/dropbox-sdk-obj-c,dropbox-sdk-obj-c,Official Objective-C SDK for the Dropbox API v2.,dropbox,Organization,https://avatars.githubusercontent.com/u/559357?v=4,2016-06-09T22:06:58Z,2024-02-12T17:45:34Z,,619355,MIT License,182,122,False,"['dropbox-api', 'objective-c']",False,master,Objective-C,True,True,True,False,True,https://api.github.com/repos/dropbox/dropbox-sdk-obj-c,0,0,0,[],
30,47,430253265,https://github.com/cwhuang29/questionnaire,questionnaire,A questionnaire management website built for researchers.,cwhuang29,User,https://avatars.githubusercontent.com/u/49531255?v=4,2021-11-21T02:11:44Z,2023-12-13T01:58:46Z,,31839,UNLICENSED,3,0,False,"['gin', 'golang', 'mysql', 'react']",False,main,JavaScript,True,True,False,False,True,https://api.github.com/repos/cwhuang29/questionnaire,0,0,0,[],
31,48,195227746,https://github.com/WPManageNinja/ninja-job-board,ninja-job-board,Simple and Powerful WP Job Board,WPManageNinja,Organization,https://avatars.githubusercontent.com/u/30982280?v=4,2019-07-04T11:18:51Z,2024-01-28T19:31:33Z,,4742,GNU General Public License v2.0,6,3,False,[],False,master,JavaScript,True,True,False,False,True,https://api.github.com/repos/WPManageNinja/ninja-job-board,0,0,0,[],
32,50,91565529,https://github.com/ONSdigital/rm-case-service,rm-case-service,This microservice manages cases.,ONSdigital,Organization,https://avatars.githubusercontent.com/u/6865137?v=4,2017-05-17T10:45:21Z,2024-01-04T15:54:53Z,,39850,MIT License,3,3,False,"['gov', 'java', 'microservices', 'response-management', 'spring-boot']",False,main,Java,False,False,True,False,True,https://api.github.com/repos/ONSdigital/rm-case-service,0,0,0,[],
33,52,1393226,https://github.com/davosmith/moodle-checklist,moodle-checklist,Checklist plugin for Moodle - allows a teacher to create a checklist for their students to tick-off,davosmith,User,https://avatars.githubusercontent.com/u/160038?v=4,2011-02-21T15:24:12Z,2023-10-18T09:48:07Z,,1343,GNU General Public License v3.0,22,62,False,[],False,master,PHP,True,True,False,False,True,https://api.github.com/repos/davosmith/moodle-checklist,0,0,0,[],
34,53,179587638,https://github.com/seattleflu/id3c,id3c,Data logistics system enabling real-time pathogen surveillance. Built for the Seattle Flu Study.,seattleflu,Organization,https://avatars.githubusercontent.com/u/46054854?v=4,2019-04-04T22:43:20Z,2023-07-17T21:12:54Z,,1826,MIT License,22,5,False,"['cli', 'data-distribution', 'etl', 'fhir', 'id3c', 'infectious-disease', 'plpgsql', 'postgres', 'postgresql', 'python', 'redcap', 'rest-api', 'scan-study', 'seattle-flu-study', 'sqitch', 'sql']",False,master,PLpgSQL,False,False,False,False,True,https://api.github.com/repos/seattleflu/id3c,0,0,0,[],
35,57,294933008,https://github.com/COMPSCI705-SOFTENG702-Group-2/LinkupGameWithNotifications,LinkupGameWithNotifications,A project to test the effects of notification length with a Linkup Game as a primary task,COMPSCI705-SOFTENG702-Group-2,Organization,https://avatars.githubusercontent.com/u/71176938?v=4,2020-09-12T11:46:46Z,2020-10-24T09:42:25Z,,12722,MIT License,0,2,False,[],False,master,JavaScript,True,True,False,False,True,https://api.github.com/repos/COMPSCI705-SOFTENG702-Group-2/LinkupGameWithNotifications,0,0,0,[],
36,58,347822137,https://github.com/no-dap/capacitor-notification-extensions,capacitor-notification-extensions,"Notification extensions for handling data notification, and client-side filtering, ....",no-dap,User,https://avatars.githubusercontent.com/u/26595506?v=4,2021-03-15T03:16:50Z,2022-11-25T06:03:12Z,,286,MIT License,8,1,False,[],False,master,Kotlin,True,True,False,False,True,https://api.github.com/repos/no-dap/capacitor-notification-extensions,0,0,0,[],
37,60,279583058,https://github.com/LisaGotzian/HeartSteps,HeartSteps,The HeartSteps data was collected during a mobile health intervention with the HeartSteps app and combines tracker data with the Google Fitbit and Jawbone as well as local weather data. ,LisaGotzian,User,https://avatars.githubusercontent.com/u/39851567?v=4,2020-07-14T12:47:10Z,2023-12-20T17:21:50Z,,1623,UNLICENSED,4,2,False,[],False,master,R,True,True,False,False,True,https://api.github.com/repos/LisaGotzian/HeartSteps,0,0,0,[],
38,68,62055766,https://github.com/unepwcmc/ORS,ORS,The Online Reporting System (ORS) is a tool that allows users to generate multiple questionnaires easily. This tool aims at making it easier for MEAs to collect data for their reporting cycles.,unepwcmc,Organization,https://avatars.githubusercontent.com/u/513080?v=4,2016-06-27T12:50:42Z,2022-02-01T08:56:59Z,,9959,"BSD 3-Clause ""New"" or ""Revised"" License",2,1,False,[],False,master,Ruby,True,True,False,False,True,https://api.github.com/repos/unepwcmc/ORS,0,0,0,[],
39,69,486966145,https://github.com/syarifs/go-question-board,go-question-board,Repositori untuk Mini Project bersama Alterra Academy,syarifs,User,https://avatars.githubusercontent.com/u/20881906?v=4,2022-04-29T12:35:40Z,2022-07-24T03:06:02Z,,857,UNLICENSED,2,0,False,"['alterra', 'alterra-academy', 'go', 'mini-project']",False,master,Go,True,True,False,False,True,https://api.github.com/repos/syarifs/go-question-board,0,0,0,[],
40,70,51956213,https://github.com/RWTH-HPC/effort-log,effort-log,A cross-platform tool for collecting metrics about programming efforts of software developers.,RWTH-HPC,Organization,https://avatars.githubusercontent.com/u/10599365?v=4,2016-02-17T21:21:36Z,2023-06-29T17:14:56Z,,3254,GNU General Public License v3.0,4,0,False,"['development-efforts', 'hpc', 'milestones', 'questionnaire']",False,master,C++,True,True,False,False,True,https://api.github.com/repos/RWTH-HPC/effort-log,0,0,0,[],
41,71,320815655,https://github.com/mattg95/07_campaign,07_campaign,A web app that generated custom email templates for user to send to their MP to oppose cuts to UK foreign aid. Built with ReactJS and NodeJS.,mattg95,User,https://avatars.githubusercontent.com/u/45606434?v=4,2020-12-12T11:34:48Z,2022-10-04T17:24:51Z,https://point-7-staging.herokuapp.com/,16405,MIT License,3,3,False,[],False,master,JavaScript,True,True,False,False,True,https://api.github.com/repos/mattg95/07_campaign,0,0,0,[],
42,72,330784077,https://github.com/SoftwareDevelopment2152-902/CovidTracker,CovidTracker,Here is the Software developed for Team 2152.902 for TSA Software Development Event,SoftwareDevelopment2152-902,User,https://avatars.githubusercontent.com/u/77643051?v=4,2021-01-18T20:51:33Z,2021-04-06T21:47:53Z,,1083,UNLICENSED,0,2,False,[],False,main,Swift,True,True,False,False,True,https://api.github.com/repos/SoftwareDevelopment2152-902/CovidTracker,0,0,0,[],
43,74,265254909,https://github.com/miku86/friends-reminder,friends-reminder,a webapp to see when you last contacted your friends,miku86,User,https://avatars.githubusercontent.com/u/7271016?v=4,2020-05-19T13:28:44Z,2023-03-09T04:20:47Z,https://my-friends-reminder.netlify.app/,214,UNLICENSED,4,0,False,"['1-week-business', '1wb']",False,master,TypeScript,True,True,False,False,True,https://api.github.com/repos/miku86/friends-reminder,0,0,0,[],
45,78,194661487,https://github.com/tobias290/Questionnaire-Maker,Questionnaire-Maker,Web project done as part of a module during my second year at Edge Hill University,tobias290,User,https://avatars.githubusercontent.com/u/32778809?v=4,2019-07-01T11:39:59Z,2023-11-06T21:37:06Z,,5433,UNLICENSED,0,0,False,[],False,master,PHP,True,True,False,False,True,https://api.github.com/repos/tobias290/Questionnaire-Maker,0,0,0,[],
46,79,251670308,https://github.com/ctsit/fr_covidata,fr_covidata,A REDCap module to facilitate the scheduling and data management of COVID-19 testing for first responders,ctsit,Organization,https://avatars.githubusercontent.com/u/6988716?v=4,2020-03-31T16:52:55Z,2024-03-02T00:14:17Z,,9686,Other,1,5,False,['fr-covid'],False,master,PHP,True,True,False,False,True,https://api.github.com/repos/ctsit/fr_covidata,0,0,0,[],
47,84,571888147,https://github.com/Risetto-Kao/experience_sampling,experience_sampling,"A mobile application for sending notifications to users at random select time; then asking users to do questionnaires which contain multiple question types, skip logic, and conditional branching.",Risetto-Kao,User,https://avatars.githubusercontent.com/u/71428621?v=4,2022-11-29T05:08:43Z,2022-11-29T05:14:49Z,,2683,UNLICENSED,0,0,False,[],False,main,Dart,True,True,False,False,True,https://api.github.com/repos/Risetto-Kao/experience_sampling,0,0,0,[],
48,86,199911939,https://github.com/ocariot/api-gateway,api-gateway,Responsible for providing access to the resources provided by the microservices that make up the OCARIoT platform. Express Gateway is used.,ocariot,Organization,https://avatars.githubusercontent.com/u/52469361?v=4,2019-07-31T18:50:26Z,2021-02-24T21:43:11Z,,333,Apache License 2.0,1,3,False,"['api-gateway', 'express', 'gateway', 'proxy']",False,master,JavaScript,True,True,False,False,True,https://api.github.com/repos/ocariot/api-gateway,0,0,0,[],
49,93,536629721,https://github.com/magextensions/bumbal-client-api-php,bumbal-client-api-php,Bumbal Client,magextensions,User,https://avatars.githubusercontent.com/u/29015984?v=4,2022-09-14T14:55:49Z,2022-09-14T14:59:33Z,,511,Apache License 2.0,0,0,False,[],False,master,PHP,True,True,False,False,True,https://api.github.com/repos/magextensions/bumbal-client-api-php,0,0,0,[],
50,94,346384330,https://github.com/rousah/AUCO,AUCO,"AUCO is a gamified online tool made with React that focuses on helping primary and middle school teachers to fight against bullying, in terms of detection and mitigation, and offering an open space where the students can communicate their worries to their teachers.",rousah,User,https://avatars.githubusercontent.com/u/36443474?v=4,2021-03-10T14:32:43Z,2024-02-04T01:55:18Z,,5649,UNLICENSED,2,0,False,"['application', 'bullying', 'detection', 'gamification', 'school', 'web']",False,develop,JavaScript,True,True,False,False,True,https://api.github.com/repos/rousah/AUCO,0,0,0,[],
52,102,331654935,https://github.com/bumbal/bumbal-api-client-php,bumbal-api-client-php,Bumbal PHP ApiClient,bumbal,Organization,https://avatars.githubusercontent.com/u/75994580?v=4,2021-01-21T14:35:12Z,2022-01-10T16:44:12Z,,3658,UNLICENSED,0,1,False,[],False,master,PHP,True,True,False,False,True,https://api.github.com/repos/bumbal/bumbal-api-client-php,0,0,0,[],
53,103,25043295,https://github.com/Wunderbyte-GmbH/moodle-theme_squared,moodle-theme_squared,Moodle Theme based on squares,Wunderbyte-GmbH,Organization,https://avatars.githubusercontent.com/u/63855839?v=4,2014-10-10T16:15:32Z,2023-10-20T14:22:03Z,,12341,GNU General Public License v3.0,2,3,False,[],False,master,PHP,True,True,False,False,True,https://api.github.com/repos/Wunderbyte-GmbH/moodle-theme_squared,0,0,0,[],
55,105,327272864,https://github.com/HAZberi/tech-company-website,tech-company-website,A fully functional high fidelity website built with latest technologies to maximize speed and performance.,HAZberi,User,https://avatars.githubusercontent.com/u/72773994?v=4,2021-01-06T10:12:05Z,2022-08-24T22:24:46Z,https://beritech.netlify.app/,6360,UNLICENSED,3,0,False,"['email-templates', 'estimation', 'form-validation', 'image-optimization', 'interactive-questionnaire', 'node-mailer', 'react-lottie', 'react-router', 'reusable-components', 'svg-icons', 'theme-provider']",False,master,JavaScript,True,True,False,False,True,https://api.github.com/repos/HAZberi/tech-company-website,0,0,0,[],
56,108,171035419,https://github.com/ssarl2/-Android-SafetyBallTimer,-Android-SafetyBallTimer,Client application which is with SBT managers for clients,ssarl2,User,https://avatars.githubusercontent.com/u/37391569?v=4,2019-02-16T18:12:24Z,2020-01-09T04:23:35Z,,1323,UNLICENSED,3,0,False,[],False,master,Java,True,True,False,False,True,https://api.github.com/repos/ssarl2/-Android-SafetyBallTimer,0,0,0,[],
57,113,117044468,https://github.com/CosmoRocket/Notency,Notency,🎒Notency: Notifier App for Emergencies and Announcements (built using React and Bootstrap),CosmoRocket,Organization,https://avatars.githubusercontent.com/u/34541918?v=4,2018-01-11T03:21:06Z,2021-04-13T12:28:21Z,https://notency.netlify.com/,3261,UNLICENSED,4,1,False,"['bootstrap', 'css', 'draft-js', 'immutable', 'mailgun', 'pusher', 'react', 'react-components', 'twilio']",False,master,JavaScript,True,True,False,False,True,https://api.github.com/repos/CosmoRocket/Notency,0,0,0,[],
58,115,331719644,https://github.com/jkal90/Team16_Capstone,Team16_Capstone,Design of a Smartphone App for Personalized Cancer Symptom Management,jkal90,User,https://avatars.githubusercontent.com/u/67961545?v=4,2021-01-21T18:36:26Z,2021-04-23T14:58:44Z,,110975,UNLICENSED,0,2,False,[],False,master,Java,True,True,False,False,True,https://api.github.com/repos/jkal90/Team16_Capstone,0,0,0,[],
59,117,574945295,https://github.com/aparinrodion/softarex,softarex,Questionnaire portal,aparinrodion,User,https://avatars.githubusercontent.com/u/57889052?v=4,2022-12-06T12:23:27Z,2023-01-08T22:37:09Z,,363,UNLICENSED,0,0,False,[],False,main,Java,True,True,False,False,True,https://api.github.com/repos/aparinrodion/softarex,0,0,0,[],
60,118,31392566,https://github.com/allen501pc/Advanced-Form-Notificaiton,Advanced-Form-Notificaiton,"The advanced form notification for Google Add-Ons, which supports self-defined variables to achieve flexible content of respondent's email notification.",allen501pc,User,https://avatars.githubusercontent.com/u/73607?v=4,2015-02-26T22:38:27Z,2021-12-10T07:43:46Z,,144,UNLICENSED,1,1,False,[],False,master,JavaScript,True,True,False,False,True,https://api.github.com/repos/allen501pc/Advanced-Form-Notificaiton,0,0,0,[],
61,120,209415444,https://github.com/Zephyrus96/AgileDev,AgileDev,A website to facilitate agile and scrum methodologies using Laravel.,Zephyrus96,User,https://avatars.githubusercontent.com/u/33106520?v=4,2019-09-18T22:35:42Z,2019-10-04T08:04:30Z,,2212,UNLICENSED,0,0,False,[],False,master,PHP,True,True,False,False,True,https://api.github.com/repos/Zephyrus96/AgileDev,0,0,0,[],
62,121,51365628,https://github.com/wp-premium/formidable,formidable,"Formidable, Git-ified. Synced manual! This repository is just a mirror of the Formidable. Please do not send pull requests and issues.",wp-premium,Organization,https://avatars.githubusercontent.com/u/7324185?v=4,2016-02-09T12:34:51Z,2021-02-08T13:25:24Z,https://formidablepro.com/,7338,UNLICENSED,13,14,False,[],False,master,PHP,True,True,False,False,False,https://api.github.com/repos/wp-premium/formidable,0,0,0,[],
63,124,733724967,https://github.com/Daeun271/FitnessApp,FitnessApp,Group project at Ruhr-University Bochum. An Android-based app developed in Java for recording user mood and sports activity. Designed for research purposes.,Daeun271,User,https://avatars.githubusercontent.com/u/119141237?v=4,2023-12-20T01:33:12Z,2023-12-20T01:42:55Z,https://github.com/RUB-SE-LAB/23A07,122088,MIT License,0,0,False,[],False,main,Java,True,True,False,False,True,https://api.github.com/repos/Daeun271/FitnessApp,0,0,0,[],
65,127,710316285,https://github.com/luiminyan/FitMood,FitMood,"Reposting: the originals is my group work at Ruhr-University Bochum. An user mood & sport recoding app for further research purpose. Written in Java, avaliable on Android devices.",luiminyan,User,https://avatars.githubusercontent.com/u/94862685?v=4,2023-10-26T13:03:46Z,2023-11-29T12:13:59Z,https://github.com/RUB-SE-LAB/23A07,122088,MIT License,0,0,False,[],False,main,Java,True,False,False,False,True,https://api.github.com/repos/luiminyan/FitMood,0,0,0,[],
66,128,717999283,https://github.com/ShipanLiu/FitnessApp,FitnessApp,Fitness App using Android Studio,ShipanLiu,User,https://avatars.githubusercontent.com/u/73299917?v=4,2023-11-13T06:38:57Z,2024-02-17T03:59:52Z,,122089,MIT License,1,0,False,[],False,main,Java,True,True,False,False,True,https://api.github.com/repos/ShipanLiu/FitnessApp,0,0,0,[],
