id,url,name,description,owner,owner_type,owner_image_url,created_at,updated_at,homepage_url,repo_size_kb,license,num_stars,num_forks,is_fork,topics,is_archived,default_branch,main_language,has_projects,has_wiki,has_pages,has_discussions,has_issues,info_url
82960222,https://github.com/recoveryrecord/SurveyNative,SurveyNative,"Native iOS Surveys built from declarative definitions (JSON). Many question types, skip logic etc.",recoveryrecord,Organization,https://avatars.githubusercontent.com/u/21267358?v=4,2017-02-23T18:52:43Z,2023-03-15T10:44:05Z,,10957,MIT License,68,19,False,[],False,master,Swift,True,True,False,False,True,https://api.github.com/repos/recoveryrecord/SurveyNative
80007612,https://github.com/hfroot/zzz,zzz,MHML Sleep App,hfroot,User,https://avatars.githubusercontent.com/u/9282816?v=4,2017-01-25T11:17:14Z,2023-10-30T09:59:48Z,,198158,GNU General Public License v3.0,3,0,False,[],False,master,Objective-C,True,True,False,False,True,https://api.github.com/repos/hfroot/zzz
167861082,https://github.com/clinical-cloud/QuestionnaireKit,QuestionnaireKit,Swift framework for FHIR Questionnaires using ResearchKit.,clinical-cloud,Organization,https://avatars.githubusercontent.com/u/23224159?v=4,2019-01-27T21:32:08Z,2024-02-12T13:59:22Z,,138,Apache License 2.0,2,0,False,[],False,master,Swift,True,True,False,False,True,https://api.github.com/repos/clinical-cloud/QuestionnaireKit
536593300,https://github.com/Jeonhui/Apple_HIG_Korean,Apple_HIG_Korean,Apple Human Interface Guidelines (Korean Translation) with Papago API,Jeonhui,User,https://avatars.githubusercontent.com/u/48307153?v=4,2022-09-14T13:34:27Z,2023-11-29T13:08:38Z,https://developer.apple.com/design/human-interface-guidelines/guidelines/overview/,2201,,18,0,False,"['human-interface-guidelines', 'markdown', 'papago-api']",False,main,Python,True,True,False,False,True,https://api.github.com/repos/Jeonhui/Apple_HIG_Korean
259913851,https://github.com/VCCRI/hactive,hactive,,VCCRI,Organization,https://avatars.githubusercontent.com/u/17629111?v=4,2020-04-29T12:03:01Z,2024-01-31T02:50:21Z,,99779,MIT License,7,2,False,[],False,master,Swift,True,True,False,False,True,https://api.github.com/repos/VCCRI/hactive
37056840,https://github.com/inadilemma/ResearchKitHelper,ResearchKitHelper,A framework to provide data analysis support for ResearchKit,inadilemma,User,https://avatars.githubusercontent.com/u/686468?v=4,2015-06-08T09:07:30Z,2016-03-31T22:35:31Z,,12540,,3,0,False,[],False,master,Objective-C,True,True,False,False,True,https://api.github.com/repos/inadilemma/ResearchKitHelper
224971084,https://github.com/SMARTMarkers/easipro-patient-ios,easipro-patient-ios,Patient facing app for generating health data on iOS devices and reporting back to the practitioner/health system,SMARTMarkers,Organization,https://avatars.githubusercontent.com/u/55999665?v=4,2019-11-30T06:39:50Z,2021-03-08T18:36:37Z,,43,Apache License 2.0,3,1,False,"['fhir', 'fhir-apps', 'hl7', 'patient-outcomes', 'patient-reported-outcomes', 'promis', 'smart-on-fhir', 'smartmarkers']",False,master,Swift,True,True,False,False,True,https://api.github.com/repos/SMARTMarkers/easipro-patient-ios
302671142,https://github.com/PJV439/Important-Libs,Important-Libs,This is place for storing important library that might be useful for developers,PJV439,User,https://avatars.githubusercontent.com/u/72617058?v=4,2020-10-09T14:49:45Z,2021-10-31T17:44:40Z,,19,,0,2,False,['hacktoberfest'],False,main,,True,True,False,False,True,https://api.github.com/repos/PJV439/Important-Libs
453855909,https://github.com/cs342-gaitmate/assignment_2,assignment_2,,cs342-gaitmate,Organization,https://avatars.githubusercontent.com/u/97643618?v=4,2022-01-31T02:17:14Z,2022-01-31T09:09:33Z,,90901,MIT License,1,2,False,[],False,main,Swift,True,True,False,False,True,https://api.github.com/repos/cs342-gaitmate/assignment_2
42825229,https://github.com/twoolf/circator,circator,Metabolic Compass: A Circadian Monitoring Mobile Health Stack,twoolf,User,https://avatars.githubusercontent.com/u/5383308?v=4,2015-09-20T18:57:51Z,2018-03-02T01:46:15Z,https://www.metaboliccompass.com,23709,Apache License 2.0,6,1,False,[],False,master,Swift,True,True,False,False,True,https://api.github.com/repos/twoolf/circator
78477415,https://github.com/ResearchSuite/ResearchSuiteTaskBuilder-ios,ResearchSuiteTaskBuilder-ios,The ResearchSuite Task Builder is an easy and extensible way to create Tasks for ResearchKit.,ResearchSuite,Organization,https://avatars.githubusercontent.com/u/26690220?v=4,2017-01-09T23:04:30Z,2018-11-11T23:30:48Z,,7988,Other,3,2,False,[],False,master,Swift,True,True,False,False,True,https://api.github.com/repos/ResearchSuite/ResearchSuiteTaskBuilder-ios
34691571,https://github.com/getaaron/zombie,zombie,Example use of ResearchKit to research diseases that cause zombie-like behavior,getaaron,User,https://avatars.githubusercontent.com/u/789577?v=4,2015-04-27T21:13:40Z,2019-06-20T20:24:54Z,,7916,MIT License,2,0,False,[],False,master,Objective-C,True,True,False,False,True,https://api.github.com/repos/getaaron/zombie
294960726,https://github.com/vishnuravi/viranos,viranos,Open-source platform for accelerating research into long term effects of COVID-19 · Google Cloud COVID-19 Fund,vishnuravi,User,https://avatars.githubusercontent.com/u/1212163?v=4,2020-09-12T14:33:13Z,2022-06-05T02:06:23Z,https://viranos.org,88688,Eclipse Public License 2.0,2,1,False,"['clinical-research', 'covid-19']",False,main,Swift,True,True,False,False,True,https://api.github.com/repos/vishnuravi/viranos
70440223,https://github.com/mmswide/VascTrac,VascTrac,,mmswide,User,https://avatars.githubusercontent.com/u/12635689?v=4,2016-10-10T01:04:48Z,2016-10-11T01:17:53Z,,36065,,0,0,False,[],False,master,Swift,True,True,False,False,True,https://api.github.com/repos/mmswide/VascTrac
610148345,https://github.com/StanfordSpezi/SpeziQuestionnaire,SpeziQuestionnaire,Spezi Questionnaire Module,StanfordSpezi,Organization,https://avatars.githubusercontent.com/u/133281989?v=4,2023-03-06T07:33:03Z,2024-02-12T15:33:10Z,https://swiftpackageindex.com/StanfordSpezi/SpeziQuestionnaire/documentation/,1433,MIT License,5,0,False,"['fhir', 'questionnaire', 'researchkit', 'spezi', 'stanford', 'survey', 'swift', 'swiftui', 'xcode']",False,main,Swift,False,False,False,False,True,https://api.github.com/repos/StanfordSpezi/SpeziQuestionnaire
357974195,https://github.com/davyphi/davyphi,davyphi,Config files for my GitHub profile.,davyphi,User,https://avatars.githubusercontent.com/u/68888886?v=4,2021-04-14T16:37:52Z,2023-03-27T17:37:05Z,https://github.com/davyphi,115,Other,0,0,False,"['config', 'github-config']",False,main,Ruby,True,False,False,False,False,https://api.github.com/repos/davyphi/davyphi
711777624,https://github.com/Shaheer2002/INFOMGMT-399-Capstone,INFOMGMT-399-Capstone,This is the code for the consent app developed in INFOMGMT 399 Capstone project.,Shaheer2002,User,https://avatars.githubusercontent.com/u/60762580?v=4,2023-10-30T06:46:33Z,2024-03-02T12:16:57Z,,36282,Other,1,0,False,[],False,main,Objective-C,True,True,False,False,True,https://api.github.com/repos/Shaheer2002/INFOMGMT-399-Capstone
629735164,https://github.com/davyph/ResearchKit.,ResearchKit.,,davyph,Organization,https://avatars.githubusercontent.com/u/131131430?v=4,2023-04-18T23:28:31Z,2023-04-18T23:39:44Z,,50709,Other,0,0,False,[],False,master,Objective-C,True,True,False,False,True,https://api.github.com/repos/davyph/ResearchKit.
52814725,https://github.com/twoolf/ResearchKit,ResearchKit,clone of ResearchKit for Metabolic Compass,twoolf,User,https://avatars.githubusercontent.com/u/5383308?v=4,2016-02-29T18:46:58Z,2016-02-29T18:51:23Z,,19393,Other,0,0,False,[],False,master,Objective-C,True,True,False,False,True,https://api.github.com/repos/twoolf/ResearchKit
120942954,https://github.com/minjung915/RK,RK,Control Group Mobile App,minjung915,User,https://avatars.githubusercontent.com/u/34662220?v=4,2018-02-09T18:49:56Z,2018-02-09T18:55:23Z,,63,Other,0,1,False,[],False,master,Ruby,True,True,False,False,True,https://api.github.com/repos/minjung915/RK
261272234,https://github.com/janremes/ResearchKit,ResearchKit,,janremes,User,https://avatars.githubusercontent.com/u/1276036?v=4,2020-05-04T19:06:28Z,2020-05-20T18:39:35Z,,37764,Other,0,0,False,[],False,master,Objective-C,True,True,False,False,True,https://api.github.com/repos/janremes/ResearchKit
149279768,https://github.com/SwordsmanYang/JiSha,JiSha,完整的技术框架，完整的app  没钱开私有仓库，你们别抄袭我的,SwordsmanYang,User,https://avatars.githubusercontent.com/u/13809058?v=4,2018-09-18T11:48:47Z,2020-06-02T07:21:07Z,,2696,,2,0,False,[],False,master,Objective-C,True,True,False,False,True,https://api.github.com/repos/SwordsmanYang/JiSha
46198394,https://github.com/NickCrawford/HealthApp,HealthApp,A health app using ResearchKit for iOS developed for OHI/O,NickCrawford,User,https://avatars.githubusercontent.com/u/14189725?v=4,2015-11-15T00:47:31Z,2016-02-10T18:48:23Z,,382,,0,1,False,[],False,master,Objective-C,True,True,False,False,True,https://api.github.com/repos/NickCrawford/HealthApp
59394708,https://github.com/zad/myresearchkitapp,myresearchkitapp,My iOS ResearchKit app example followed by the tutorial (https://www.raywenderlich.com/104575/researchkit-tutorial-with-swift),zad,User,https://avatars.githubusercontent.com/u/2085369?v=4,2016-05-22T04:24:34Z,2016-07-20T15:01:25Z,,3982,,1,0,False,[],False,master,Swift,True,True,False,False,True,https://api.github.com/repos/zad/myresearchkitapp
223201523,https://github.com/SMARTMarkers/easipro-clinic-pghd-ios,easipro-clinic-pghd-ios,Practitioner facing iPad app– for collecting patient generated health data,SMARTMarkers,Organization,https://avatars.githubusercontent.com/u/55999665?v=4,2019-11-21T15:10:37Z,2023-05-01T17:53:03Z,,43,,2,1,False,"['fhir-apps', 'patient-data', 'patient-reported-outcomes', 'researchkit', 'smart-on-fhir']",False,master,Swift,True,True,False,False,True,https://api.github.com/repos/SMARTMarkers/easipro-clinic-pghd-ios
460502831,https://github.com/bttharpe/healthy-panther,healthy-panther,,bttharpe,User,https://avatars.githubusercontent.com/u/82282844?v=4,2022-02-17T15:52:53Z,2022-02-28T15:22:14Z,,238,,0,0,False,[],False,main,C++,True,True,False,False,True,https://api.github.com/repos/bttharpe/healthy-panther
48345577,https://github.com/JalIrani/WavyleafResearch,WavyleafResearch,ResearchKit demo for the possibilities in iOS,JalIrani,User,https://avatars.githubusercontent.com/u/10818535?v=4,2015-12-21T02:10:00Z,2015-12-21T02:11:58Z,,20,,0,0,False,[],False,master,Swift,True,True,False,False,True,https://api.github.com/repos/JalIrani/WavyleafResearch
121786365,https://github.com/openPfizer/PfiReConsent,PfiReConsent,"Lightweight, in person, eConsent for clinical research",openPfizer,Organization,https://avatars.githubusercontent.com/u/32373610?v=4,2018-02-16T18:36:33Z,2023-03-29T09:39:51Z,,766,Apache License 2.0,1,0,False,"['box', 'research', 'researchkit', 'swift']",False,master,Swift,True,True,False,False,True,https://api.github.com/repos/openPfizer/PfiReConsent
123337441,https://github.com/mevinmathew23/SampleResearchKit,SampleResearchKit,Creating an iOS application to conduct Gait and Balance Tests for research,mevinmathew23,User,https://avatars.githubusercontent.com/u/36934014?v=4,2018-02-28T20:16:59Z,2019-02-24T00:17:48Z,,8348,,0,0,False,[],False,master,Swift,True,True,False,False,True,https://api.github.com/repos/mevinmathew23/SampleResearchKit
244291582,https://github.com/clintwin360/ClinTwin360_iOS,ClinTwin360_iOS,Repo for the ClinTwin360 participant app.,clintwin360,Organization,https://avatars.githubusercontent.com/u/61678124?v=4,2020-03-02T05:53:45Z,2020-05-13T04:22:05Z,,6676,,0,0,False,[],False,master,Objective-C,True,True,False,False,True,https://api.github.com/repos/clintwin360/ClinTwin360_iOS
121438966,https://github.com/raheelsayeed/AssessmentCenter,AssessmentCenter,Swift Framework for AssessmentCenter API,raheelsayeed,User,https://avatars.githubusercontent.com/u/7281949?v=4,2018-02-13T21:30:51Z,2019-07-31T17:09:45Z,,81,,0,0,False,"['ios', 'researchkit', 'swift-framework']",False,master,Swift,True,True,False,False,True,https://api.github.com/repos/raheelsayeed/AssessmentCenter
36461357,https://github.com/beepscore/Camelot,Camelot,,beepscore,User,https://avatars.githubusercontent.com/u/83010?v=4,2015-05-28T19:32:09Z,2015-05-28T19:33:25Z,,200,,0,0,False,[],False,master,Swift,True,True,False,False,True,https://api.github.com/repos/beepscore/Camelot
79113734,https://github.com/muhammetdemirci/m-chat,m-chat,iOS App for Modified Checklist for Autism in Toddlers & Survey based on ResearchKit for getting insights into autism,muhammetdemirci,User,https://avatars.githubusercontent.com/u/21204536?v=4,2017-01-16T11:54:40Z,2021-10-21T12:31:43Z,,2300,,0,1,False,[],False,master,Swift,True,True,False,False,False,https://api.github.com/repos/muhammetdemirci/m-chat
55623796,https://github.com/cloudmine/AsthmaHealthSwift,AsthmaHealthSwift,,cloudmine,Organization,https://avatars.githubusercontent.com/u/1031632?v=4,2016-04-06T16:49:21Z,2018-01-24T20:36:20Z,,1978,,1,0,False,[],False,master,Swift,True,True,False,False,True,https://api.github.com/repos/cloudmine/AsthmaHealthSwift
278012776,https://github.com/StanfordHCI/HPDS-Online-Platform,HPDS-Online-Platform,Web platform for HPDS project.,StanfordHCI,Organization,https://avatars.githubusercontent.com/u/853928?v=4,2020-07-08T06:51:19Z,2021-12-03T05:39:41Z,,115421,,3,2,False,[],False,master,Objective-C,True,True,False,False,True,https://api.github.com/repos/StanfordHCI/HPDS-Online-Platform
166147364,https://github.com/rnucuta/ResearchKit,ResearchKit,Chrome and Firefox extension for quickly doing research.,rnucuta,User,https://avatars.githubusercontent.com/u/44931708?v=4,2019-01-17T02:36:59Z,2023-08-24T08:20:47Z,https://chrome.google.com/webstore/detail/researchkit/lcgjhfnkeejlbbamennaijghaodllbgj,91,,0,0,False,[],False,master,JavaScript,True,True,False,False,True,https://api.github.com/repos/rnucuta/ResearchKit
36408310,https://github.com/mattio/ResearchKitGettingStarted,ResearchKitGettingStarted,,mattio,User,https://avatars.githubusercontent.com/u/603586?v=4,2015-05-28T02:02:02Z,2015-05-28T02:05:13Z,,168,,0,0,False,[],False,master,Objective-C,True,False,False,False,False,https://api.github.com/repos/mattio/ResearchKitGettingStarted
136653589,https://github.com/blackbear/openhumans-researchkit,openhumans-researchkit,Researchkit Integration of iOS Healthkit and other data into Open Humans,blackbear,User,https://avatars.githubusercontent.com/u/109585?v=4,2018-06-08T18:32:07Z,2018-06-08T18:32:21Z,,2,MIT License,0,0,False,[],False,master,,True,True,False,False,True,https://api.github.com/repos/blackbear/openhumans-researchkit
48187730,https://github.com/daphnechen/researchkit,researchkit,testing apple's researchkit,daphnechen,User,https://avatars.githubusercontent.com/u/10793797?v=4,2015-12-17T17:13:01Z,2015-12-17T17:13:01Z,,0,,0,0,False,[],False,master,,True,True,False,False,True,https://api.github.com/repos/daphnechen/researchkit
421656467,https://github.com/annabelxtan/lifespace,lifespace,,annabelxtan,User,https://avatars.githubusercontent.com/u/41313750?v=4,2021-10-27T02:54:12Z,2022-05-23T14:09:29Z,,88985,,2,1,False,[],False,main,Swift,True,True,False,False,True,https://api.github.com/repos/annabelxtan/lifespace
56929363,https://github.com/shubhsin/ResearchKitDemo,ResearchKitDemo,ResearchKit Demo for testing,shubhsin,User,https://avatars.githubusercontent.com/u/6612864?v=4,2016-04-23T16:31:18Z,2016-04-23T16:39:26Z,,7898,,0,0,False,[],False,master,Objective-C,True,True,False,False,True,https://api.github.com/repos/shubhsin/ResearchKitDemo
39529981,https://github.com/SystemsOpinions/Portal-experiment,Portal-experiment,ResearchKit,SystemsOpinions,User,https://avatars.githubusercontent.com/u/13370981?v=4,2015-07-22T20:56:54Z,2015-07-22T20:56:54Z,,120,,0,0,False,[],False,master,,True,True,False,False,True,https://api.github.com/repos/SystemsOpinions/Portal-experiment
393458526,https://github.com/vishnuravi/ResearchKit-Sample,ResearchKit-Sample,"Sample project for implementing ResearchKit informed consent, surveys, and active tasks in SwiftUI",vishnuravi,User,https://avatars.githubusercontent.com/u/1212163?v=4,2021-08-06T17:54:47Z,2023-08-24T06:10:02Z,,11266,,1,1,False,[],False,main,Swift,True,True,False,False,True,https://api.github.com/repos/vishnuravi/ResearchKit-Sample
256371090,https://github.com/SZhou01/RKit,RKit,ResearchKit,SZhou01,User,https://avatars.githubusercontent.com/u/63827557?v=4,2020-04-17T01:32:37Z,2020-04-17T02:03:24Z,,39,,0,0,False,[],False,master,Swift,True,True,False,False,True,https://api.github.com/repos/SZhou01/RKit
71584345,https://github.com/dwu95415/irkTasks,irkTasks,Adding support for different tasks to the ionicResearchKit,dwu95415,User,https://avatars.githubusercontent.com/u/5571224?v=4,2016-10-21T17:14:39Z,2016-10-28T15:43:59Z,,1960,MIT License,0,0,False,[],False,master,JavaScript,True,True,False,False,True,https://api.github.com/repos/dwu95415/irkTasks
663616232,https://github.com/manishpathak99/researchkit-demo,researchkit-demo,,manishpathak99,User,https://avatars.githubusercontent.com/u/3473968?v=4,2023-07-07T17:59:24Z,2023-07-08T07:53:09Z,,11152,,0,0,False,[],False,main,Swift,True,True,False,False,True,https://api.github.com/repos/manishpathak99/researchkit-demo
34845447,https://github.com/jakubvano/HTMLPDFWriter,HTMLPDFWriter,,jakubvano,User,https://avatars.githubusercontent.com/u/2094466?v=4,2015-04-30T09:12:22Z,2015-04-30T09:15:53Z,,7112,,0,0,False,[],False,master,Objective-C,True,True,False,False,True,https://api.github.com/repos/jakubvano/HTMLPDFWriter
46802189,https://github.com/blayer/ResearchKitSwiftDemo,ResearchKitSwiftDemo,,blayer,User,https://avatars.githubusercontent.com/u/6556862?v=4,2015-11-24T15:56:20Z,2015-11-24T15:56:20Z,,0,,0,0,False,[],False,master,,True,True,False,False,True,https://api.github.com/repos/blayer/ResearchKitSwiftDemo
292918793,https://github.com/sunruopeng/CardinalKit_SpineKeeper,CardinalKit_SpineKeeper,,sunruopeng,User,https://avatars.githubusercontent.com/u/32488756?v=4,2020-09-04T18:24:21Z,2020-09-28T23:59:17Z,,123250,,0,1,False,[],False,CardinalKit_Conversion,Swift,True,True,False,False,True,https://api.github.com/repos/sunruopeng/CardinalKit_SpineKeeper
260000766,https://github.com/correia/ResearchKitClient,ResearchKitClient,,correia,User,https://avatars.githubusercontent.com/u/49840?v=4,2020-04-29T17:52:54Z,2020-11-25T05:06:59Z,,10,,1,0,False,[],False,master,Swift,True,True,False,False,True,https://api.github.com/repos/correia/ResearchKitClient
117147154,https://github.com/swaffoja/BookmarkDataTestSwift,BookmarkDataTestSwift,Testing bookmark creation in iOS 11.2+,swaffoja,User,https://avatars.githubusercontent.com/u/887384?v=4,2018-01-11T20:01:23Z,2018-01-11T20:01:27Z,,14,,0,0,False,[],False,master,Swift,True,True,False,False,True,https://api.github.com/repos/swaffoja/BookmarkDataTestSwift
45461723,https://github.com/jobbole/awesome-ios-cn,awesome-ios-cn,iOS 资源大全中文版，内容包括：框架、组件、测试、Apple Store、SDK、XCode、网站、书籍等,jobbole,Organization,https://avatars.githubusercontent.com/u/8531823?v=4,2015-11-03T11:21:33Z,2024-03-11T07:51:07Z,,162,,4228,1103,False,[],False,master,,True,True,False,False,True,https://api.github.com/repos/jobbole/awesome-ios-cn
121297199,https://github.com/johndpope/iOS-Research-App,iOS-Research-App,iOS Research app built off of ResearchKit,johndpope,User,https://avatars.githubusercontent.com/u/289994?v=4,2018-02-12T20:21:32Z,2023-08-18T20:17:05Z,,10596,,0,0,False,[],False,master,Swift,True,True,False,False,False,https://api.github.com/repos/johndpope/iOS-Research-App
133268107,https://github.com/mohammed-ali-1/ObesityApp,ObesityApp,,mohammed-ali-1,User,https://avatars.githubusercontent.com/u/27845458?v=4,2018-05-13T19:32:54Z,2018-09-27T12:28:27Z,,3827,MIT License,0,0,False,[],False,master,Swift,True,True,False,False,True,https://api.github.com/repos/mohammed-ali-1/ObesityApp
53638222,https://github.com/devussy/AlzPrevent-ios,AlzPrevent-ios,,devussy,User,https://avatars.githubusercontent.com/u/4911176?v=4,2016-03-11T03:59:33Z,2018-07-20T05:46:24Z,,13538,Other,0,2,False,[],False,master,Swift,True,True,False,False,False,https://api.github.com/repos/devussy/AlzPrevent-ios
152708145,https://github.com/divadretlaw/Charts-ResearchKit,Charts-ResearchKit,📈 Like ResearchKit but only charts,divadretlaw,User,https://avatars.githubusercontent.com/u/6899256?v=4,2018-10-12T07:03:34Z,2023-03-17T12:13:24Z,http://researchkit.org/docs/docs/ChartsAndGraphs/ChartsAndGraphs.html,22402,Other,0,0,False,[],False,master,Objective-C,False,False,False,False,False,https://api.github.com/repos/divadretlaw/Charts-ResearchKit
130558327,https://github.com/shubhamjindal30/DepTest,DepTest,,shubhamjindal30,User,https://avatars.githubusercontent.com/u/26744429?v=4,2018-04-22T10:46:10Z,2018-05-31T13:03:16Z,,26391,,0,0,False,[],False,master,Objective-C,True,True,False,False,True,https://api.github.com/repos/shubhamjindal30/DepTest
66884329,https://github.com/rrusk/DesignFest,DesignFest,ResearchKit DesignFest,rrusk,User,https://avatars.githubusercontent.com/u/1630447?v=4,2016-08-29T22:08:58Z,2016-08-29T22:08:58Z,,3144,,0,0,False,[],False,master,,True,True,False,False,True,https://api.github.com/repos/rrusk/DesignFest
32702877,https://github.com/seanahrens/researchkit,researchkit,ResearchKit Developers,seanahrens,User,https://avatars.githubusercontent.com/u/109729?v=4,2015-03-23T00:30:12Z,2016-02-29T00:08:03Z,,65380,,0,0,False,[],False,master,HTML,True,True,True,False,True,https://api.github.com/repos/seanahrens/researchkit
204762153,https://github.com/easipro/easipro-smart,easipro-smart,,easipro,Organization,https://avatars.githubusercontent.com/u/49163896?v=4,2019-08-27T18:10:21Z,2019-08-27T18:10:43Z,,54,Apache License 2.0,0,0,False,[],False,master,Swift,True,True,False,False,True,https://api.github.com/repos/easipro/easipro-smart
199873574,https://github.com/chb/easipro-smart,easipro-smart,,chb,Organization,https://avatars.githubusercontent.com/u/56440?v=4,2019-07-31T14:35:35Z,2019-08-05T19:31:36Z,,66,Apache License 2.0,0,0,False,[],False,master,Swift,True,True,False,False,True,https://api.github.com/repos/chb/easipro-smart
73355833,https://github.com/usf-mshi/ResearchKitDemo,ResearchKitDemo,,usf-mshi,Organization,https://avatars.githubusercontent.com/u/8238945?v=4,2016-11-10T07:05:30Z,2016-11-10T07:05:40Z,,17,"BSD 3-Clause ""New"" or ""Revised"" License",0,0,False,[],False,master,Swift,True,True,False,False,True,https://api.github.com/repos/usf-mshi/ResearchKitDemo
109836525,https://github.com/kevinOlivet/ResearchKitCamelot,ResearchKitCamelot,A project using ResearchKit and HealthKit.,kevinOlivet,User,https://avatars.githubusercontent.com/u/28767089?v=4,2017-11-07T13:03:45Z,2018-02-15T18:53:05Z,,14040,,1,0,False,[],False,master,Swift,True,True,False,False,True,https://api.github.com/repos/kevinOlivet/ResearchKitCamelot
55879486,https://github.com/lexiaoyao20/iOS-Learning,iOS-Learning,,lexiaoyao20,User,https://avatars.githubusercontent.com/u/3021017?v=4,2016-04-10T03:47:02Z,2023-05-05T10:44:51Z,,95,,4,1,False,[],False,master,,True,True,False,False,True,https://api.github.com/repos/lexiaoyao20/iOS-Learning
614793895,https://github.com/carminecoppola/OneTouch,OneTouch,iOS app developed as part of the iOS Foundation course at Parthenope University of Naples. The app is designed to assist patients with Amyotrophic Lateral Sclerosis (ALS) in managing their medication reminders.,carminecoppola,User,https://avatars.githubusercontent.com/u/74236426?v=4,2023-03-16T10:34:23Z,2023-05-18T08:32:19Z,,258,,0,0,False,[],False,main,Swift,True,False,False,False,True,https://api.github.com/repos/carminecoppola/OneTouch
49365279,https://github.com/wessoll/HealthSurvey,HealthSurvey,Survey based on ResearchKit for getting insights into health ,wessoll,User,https://avatars.githubusercontent.com/u/3873374?v=4,2016-01-10T12:09:51Z,2016-01-10T12:22:22Z,,276,MIT License,0,0,False,[],False,master,Swift,True,True,False,False,True,https://api.github.com/repos/wessoll/HealthSurvey
42623994,https://github.com/sethvernon/Camelot,Camelot,ResearchKit test project,sethvernon,User,https://avatars.githubusercontent.com/u/2709397?v=4,2015-09-17T01:03:44Z,2015-09-17T01:04:24Z,,136,,0,0,False,[],False,master,Swift,True,True,False,False,True,https://api.github.com/repos/sethvernon/Camelot
79741360,https://github.com/jwarmkessel/RKProtoyping,RKProtoyping,Prototyping ResearchKit Tasks,jwarmkessel,User,https://avatars.githubusercontent.com/u/836233?v=4,2017-01-22T19:54:54Z,2017-01-22T22:52:56Z,,25575,,0,0,False,[],False,master,Objective-C,True,True,False,False,True,https://api.github.com/repos/jwarmkessel/RKProtoyping
80882260,https://github.com/davcheng/health_tech_assignment1,health_tech_assignment1,,davcheng,User,https://avatars.githubusercontent.com/u/620190?v=4,2017-02-04T00:52:42Z,2017-02-04T00:54:12Z,,490,,0,0,False,[],False,master,HTML,True,True,False,False,True,https://api.github.com/repos/davcheng/health_tech_assignment1
63357403,https://github.com/avershel/researchkit,researchkit,Swift ResearchKit App,avershel,User,https://avatars.githubusercontent.com/u/10779563?v=4,2016-07-14T17:47:59Z,2016-07-14T17:49:32Z,,673,,0,0,False,[],False,master,Swift,True,True,False,False,True,https://api.github.com/repos/avershel/researchkit
109460040,https://github.com/njtman/ResearchKit-Demo,ResearchKit-Demo,,njtman,User,https://avatars.githubusercontent.com/u/3871083?v=4,2017-11-04T02:18:52Z,2017-11-04T02:43:48Z,,100,,0,0,False,[],False,master,Swift,True,True,False,False,True,https://api.github.com/repos/njtman/ResearchKit-Demo
167205612,https://github.com/kkadapa/TestRKIT,TestRKIT,Testing Apple ResearchKit,kkadapa,User,https://avatars.githubusercontent.com/u/6679852?v=4,2019-01-23T15:27:48Z,2019-01-23T16:37:41Z,,65,,0,0,False,[],False,master,Objective-C,True,True,False,False,True,https://api.github.com/repos/kkadapa/TestRKIT
39410527,https://github.com/SystemsOpinions/ResearchKit,ResearchKit,,SystemsOpinions,User,https://avatars.githubusercontent.com/u/13370981?v=4,2015-07-20T21:59:16Z,2015-07-20T21:59:16Z,,120,,0,0,False,[],False,master,,True,True,False,False,True,https://api.github.com/repos/SystemsOpinions/ResearchKit
625451158,https://github.com/RickyApples/ResearchKit,ResearchKit,,RickyApples,User,https://avatars.githubusercontent.com/u/1896194?v=4,2023-04-09T06:25:06Z,2023-04-09T06:25:06Z,,0,,0,0,False,[],False,main,,True,True,False,False,True,https://api.github.com/repos/RickyApples/ResearchKit
38510191,https://github.com/wikilife-org/researchkit_backend_api,researchkit_backend_api,API for ResearchKIT,wikilife-org,Organization,https://avatars.githubusercontent.com/u/3836220?v=4,2015-07-03T20:54:28Z,2015-07-03T21:03:57Z,,136,,0,0,False,[],False,master,Python,True,True,False,False,True,https://api.github.com/repos/wikilife-org/researchkit_backend_api
90292490,https://github.com/baubrey91/ResearchKit,ResearchKit,,baubrey91,User,https://avatars.githubusercontent.com/u/5482416?v=4,2017-05-04T17:49:47Z,2021-01-30T08:42:41Z,,50,,0,0,False,[],False,master,Swift,True,True,False,False,True,https://api.github.com/repos/baubrey91/ResearchKit
59602425,https://github.com/neneds/desafioFrameworks,desafioFrameworks,Projeto Utilizando o ResearchKit,neneds,User,https://avatars.githubusercontent.com/u/5321261?v=4,2016-05-24T19:30:57Z,2016-05-24T20:37:14Z,,14245,,0,0,False,[],False,master,Objective-C,True,True,False,False,True,https://api.github.com/repos/neneds/desafioFrameworks
49428711,https://github.com/dcc801Meirimar/ResearchKit,ResearchKit,Testing,dcc801Meirimar,User,https://avatars.githubusercontent.com/u/16648818?v=4,2016-01-11T13:39:37Z,2016-01-11T13:39:37Z,,0,,0,0,False,[],False,master,,True,True,False,False,True,https://api.github.com/repos/dcc801Meirimar/ResearchKit
166538656,https://github.com/mlc2018/EmotionMeter,EmotionMeter,,mlc2018,User,https://avatars.githubusercontent.com/u/38372567?v=4,2019-01-19T11:23:07Z,2019-01-19T11:36:12Z,,5,,0,0,False,[],False,master,,True,True,False,False,True,https://api.github.com/repos/mlc2018/EmotionMeter
